prot_id,trial_id,trajectory_id,first_speed,final_speed,noise_present,direction,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,worstLastFramesDur,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
103,209,305,500,1000,no_noise,2.3925551054664904,0,0,0,0,3.305097419943195,2.1557486199890263,-698.6734086287776,377.64552751109585,-686.593970762443,366.4140621611328,-674.2454694542151,354.93242153331283,-711.0626282643666,389.1650280532534,0,"[15.94139996 16.90390002 17.37259998 16.3135     16.93540002 16.4118
 16.50580001 16.85080002 16.85269998 16.63279999 16.65140002 16.5658
 16.64340001 16.9703     16.57679997 15.95909998 16.71600004 17.10119995
 16.62780001 17.04000001 16.5268     16.53770002 16.52999996 16.69610001
 17.07629999 17.73410005 14.67019995 17.25580002 16.01219998 16.4582
 16.76840003 17.58619997 16.26840001 16.55070001 16.6343     17.04549999
 16.53620001 16.89560001 16.44520002]",17.734100052621216,0,nan,nan,-491.0,356.0,3.2931456199730746,[],2.1559075199766085,None,35.978127699985635,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,210,250,500,500,no_noise,0.3401549190805868,0,1,1,1,4.255002539954148,3.2382021399680525,-780.9998805203294,271.59103167309945,-789.0017791756071,268.7590701844364,-796.8859813716937,265.96876278990027,-773.1458448027214,274.37066281328885,0,"[16.44520002 16.58230001 16.58990001 17.00280001 16.19649999 16.61539997
 16.41470002 16.91780001 16.8866     16.27630001 16.52979996 16.57420001
 16.52300003 17.29379996 17.02460001 16.37930004 16.61779999 16.59299998
 16.6717     16.85220003 16.26040001 16.91939996 16.61700004 16.61729999
 16.52169996 16.5811     16.4581     16.59970003 16.53069997 16.6265
 17.33060001 16.62800001 16.67380001 16.62760001 16.53869997 16.5733
 16.72830002 16.9475     16.69600001 16.59489999]",17.33060000697151,0,nan,nan,-584.0,319.0,4.244246939953882,[],3.2383312399615534,None,39.54389699996682,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,211,212,500,500,no_noise,0.6521214402298253,0,2,2,2,3.24397264001891,2.143607840000186,509.24732580610987,429.17512706031494,502.8698655122924,424.30557098636683,496.16947874981804,419.189442064539,516.0004076933628,434.3314917269552,0,"[16.59489999 16.10019995 17.12470001 16.17399999 17.1462     16.04340004
 16.70899999 16.30319998 17.36480003 16.45149995 16.68170001 17.12969999
 16.50860003 16.67009998 16.343      16.91980002 16.40610001 16.6497
 16.85789996 16.63520001 16.93530002 16.32659999 17.02159998 15.86390001
 16.46840002 17.63650001 16.16569998 16.91329997 16.55150001 16.1443
 16.96690003 17.33959996 16.1452     17.77870004 16.11289999 16.09319996
 16.84530004 16.05520002 16.7865     16.72389999]",17.778700042981654,0,nan,nan,678.0,444.0,3.2307400400168262,[],2.1438101399689913,None,44.04427509999368,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,212,251,500,1000,noise,4.436834298586142,0,3,3,3,4.32010764000006,3.436560839996673,-88.55854989103945,-212.27189178696807,-79.66485645184916,-180.81735398108194,-75.12042797799603,-164.7449653593787,-93.20084580609755,-228.69041052327387,1,"[16.7865     16.72389999 17.16609998 17.34409999 16.52200002 17.19489996
 15.30630002 16.45950001 16.6576     16.62259997 16.93090005 17.4439
 15.62759996 16.67909999 17.54550001 16.72290004 16.6642     16.37209998
 16.62509999 16.01060003 17.31309999 16.94259996 16.41860005 16.93519996
 16.25879999 16.79900003 16.1217     17.6203     16.34500001 16.61919995
 16.67600003 16.41460002 17.24249998 16.31640003 16.97       16.38310001
 16.70599997 32.67859999 17.16819999 16.83590002]",32.67859999323264,1,nan,nan,-144.0,-341.0,4.310125140007585,[],3.4367522399988957,None,47.559552199963946,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,213,266,500,500,no_noise,6.09622524854842,0,4,4,4,3.400037839950528,2.0338996399659663,830.1894234970504,-478.71922377297835,822.2502270582233,-477.2173716166739,814.1086695451826,-475.67723895956544,838.8046798509358,-480.3489657036503,1,"[16.83590002 16.06589998 16.76190004 16.60169999 17.28749997 16.66300005
 16.62809995 16.63640002 16.70889999 16.44179999 16.90340001 16.61390002
 16.61449997 16.60940005 17.04099996 16.34710003 16.60999999 16.43110003
 17.30339997 16.46920003 16.6728     16.71109995 16.86780003 16.28559997
 16.76950004 16.18049998 17.60890003 16.65049995 16.50710002 16.96029998
 16.1148     16.4203     16.19930001 16.65579999 17.53290003 16.38579997
 16.5503     16.18919999 17.49230002 16.5957    ]",17.60890003060922,0,nan,nan,651.0,-415.0,3.387633839971386,[],2.0340857399860397,None,52.141515099967364,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,214,233,1000,500,no_noise,4.252477706022644,0,5,5,5,3.3157164399744943,2.3643228400032967,-456.7164722950875,447.8869212361051,-452.98082975154347,455.42852013542347,-449.27554781905457,462.9088263526271,-460.29327646411093,440.6659888075453,1,"[16.5957     16.65069995 16.6192     16.53120003 17.74059999 16.23359998
 16.01000002 17.1307     15.82730003 17.12089998 16.6652     16.98159997
 16.53270004 16.59489999 16.60799998 17.13639998 16.48630004 16.59959997
 16.62380004 16.60839998 16.48960001 16.67029998 16.62150002 16.26820001
 17.36299996 16.44209999 16.22490003 17.52469997 16.42290002 16.79129998
 16.32180001 16.65950002 16.20479999 17.29009999 16.8099     16.45140001
 16.55519998 16.93120005 15.86119999 16.95439999]",17.7405999857001,0,nan,nan,-500.0,437.0,3.3019396400195546,[],2.364571939979214,None,55.82529289997183,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,215,226,500,500,noise,5.542610649443923,0,6,6,6,4.506079639948439,3.306120839959476,889.9153020695286,117.03319250071561,883.9300559996834,122.50456841715456,877.775531084852,128.13068954954832,896.175704708341,111.31028389754519,1,"[16.95439999 15.78279998 16.74610004 16.82049996 17.13019999 16.18640003
 17.291      16.25009999 16.90630004 16.15809998 17.23980001 16.67779998
 16.34590002 16.8248     16.71299996 16.46950003 16.23259997 16.67159999
 16.73140004 16.85289998 17.40509999 16.47040003 16.62179996 16.39150002
 16.95100003 16.10559999 17.0696     16.42239996 16.95170003 16.44199999
 16.16649999 16.73049998 17.35930005 16.68       16.52979996 16.62780001
 16.69870003 16.21539996 16.96189999 16.92610001]",17.405099992174655,0,nan,nan,944.0,104.0,4.493741040001623,[],3.3062507399590686,None,59.407751699967775,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,216,237,500,500,noise,4.684977646501178,0,7,7,7,3.897699260036461,3.013735060056206,-153.81743162091982,-281.2498616381178,-153.59998144350578,-273.3189921317555,-153.36273727902503,-264.6661939045085,-154.04147750974772,-289.421290739082,2,"[16.96189999 16.92610001 16.63840003 16.70859999 16.44979999 17.47359999
 16.24540001 15.76390001 16.78380003 17.26399997 16.51039999 16.818
 16.62390004 16.82689996 16.7866     16.60020003 16.50819997 17.06089999
 16.31590002 16.60740003 16.71889995 16.7108     16.56660001 16.33130002
 16.64039999 16.58290002 16.92639996 16.90850005 15.85029997 17.86710002
 16.35469997 16.44810004 16.68199996 16.76140004 16.34559996 32.9552
 17.67460001 15.9005     16.36000001 16.65170002]",32.95520000392571,1,nan,nan,-214.0,-400.0,3.8880218600388616,[],3.013875660020858,None,64.19052699999884,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,217,268,1000,500,no_noise,3.8717480693679214,0,8,8,8,2.710533060017042,1.6938200600561686,-778.7877793475092,198.75727737759658,-772.4651462014112,204.41728246586396,-766.4426275622865,209.80862581189834,-784.8031080641896,193.3723704318212,2,"[16.65170002 16.66080003 16.66649996 16.82940003 16.7099     16.64029999
 16.41630003 16.25639998 16.7101     17.35019998 16.62780001 16.41099999
 16.29470004 17.24359998 16.89259999 16.42529998 16.65230002 16.52130001
 16.6946     17.29639998 16.27960004 16.72129997 16.01710002 16.64069999
 17.01379998 16.864      16.59720001 16.6871     16.45749999 16.68830001
 17.14250003 16.5885     16.29609999 16.88479999 16.62080002 17.11680001
 16.06629998 17.06659998 16.14560001 16.27880003]",17.350199981592596,0,nan,nan,-653.0,271.0,2.6994902600417845,[],1.693971960048657,None,68.3563897999702,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
103,218,209,500,500,noise,2.363105473193956,0,9,9,9,3.342991060053464,2.1937662600539625,-856.3049463979179,-329.22707167184006,-850.1454583176114,-335.3020065171339,-844.4230883201263,-340.94582373735597,-862.1481032435968,-323.46412568257443,2,"[16.27880003 16.63969998 16.67480002 17.27889996 16.46760001 16.93330001
 15.97929996 17.29380002 16.50959998 16.55220002 17.15550001 16.37179998
 16.44510002 16.94180002 16.49039995 16.61420002 16.22049999 17.3297
 16.78519999 16.57040004 16.68140001 17.04299997 16.66080003 15.9841
 16.93649997 16.65150002 16.39780001 16.97599998 16.74340002 16.04639995
 17.15980005 15.98500001 16.63559995 16.6649     17.42600003 16.55389997
 16.07170003 17.29709998 16.42130001 16.97559998]",17.426000034902245,0,nan,nan,-775.0,-147.0,3.337736760091502,[],2.1940527600818314,None,71.3395888999803,None,../,cjh,103,noiseMot_exp1_noise,2021_Aug_06_1011,2021.2.1,
