practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,timingHiccups,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,16.61126930399996,None,16.789628341000025,None,16.789628341000025,None,9.441424489800283,8.006239445800475,-550.0409258986853,-135.14064103556,"[25.04403128 25.06097721 25.07771955 25.0936504  25.11130601 25.12734414
 25.1441215  25.16113141 25.17700285 25.19463962 25.210278   25.2277345
 25.24502448 25.26112308 25.27813752 25.29409657 25.31067357 25.32778484
 25.34381628 25.36079369]",2,,,,,,,
