practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,timingHiccups,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,17.09103554300009,None,17.26951808900003,None,17.26951808900003,None,8.866976423399592,8.000750970399622,-550.7940116434361,-134.7986184533857,"[25.5244544090001, 25.540393507999852, 25.557434285, 25.57375950300002, 25.59051740799987, 25.60703353400004, 25.625812851999854, 25.640061330999742, 25.657662440999957, 25.674036928000078, 25.69031701499989, 25.707125587000064, 25.7254682089997, 25.740113963000113, 25.75720383299995, 25.77372472199977, 25.790516795999793, 25.807048818000112, 25.823897623999983, 25.840903301999788]",20,,,,,,,
