practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,,finalStimFrameTimesFromRecordFrameIntervals,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,9.273998377597309,8.007372704596492,-549.8464286431259,-135.22897420882205,0,"[16.875989 16.515072 16.458918 16.833747 16.652479 16.586741 17.018826
 16.762123 16.225094 16.883462 16.557213 16.654111 16.854683 16.546806
 16.389306 16.797159 16.633864 16.883626 16.39806  16.87379  16.443232
 16.628316 17.024348 16.393642 17.30867  16.276089 16.433345 16.973248
 16.407101 16.620988 16.627345 17.121749 16.563166 16.701107 16.870342
 16.772472 16.295683 16.82706  16.386986 16.763591 16.82168  16.783371
 16.068281 17.016439 16.579778 16.481155 16.659927 16.754408 16.716885
 16.984662 16.387929 17.185806 16.001282 17.324461 16.282044 18.264191
 14.823257 16.590304 16.809464 16.76934  17.227027 16.51734  16.327595
 16.857479 16.173479 16.950366 16.766855 18.346178 14.678665 16.603105
 16.574868 16.895786 16.515571 16.716513 16.935608 16.479033 16.505736
 16.682584 16.6531   16.787566 16.538824 16.713942 16.819717 16.440957
 17.066344 16.465095 16.675014 16.669939 16.479379 16.722741 16.619706
 16.75157  16.628375 16.459098 16.785245 16.890692 16.883784 16.533835
 16.533073 16.684845 17.247543 15.96618  16.754469 16.938072 17.012374
 15.842104 18.208057 15.246104 16.973026 16.61019  17.050907 16.087882
 16.560108 16.876776 16.352971 16.923225 16.638064 16.448061 17.170249
 16.352807 17.080357 17.708919 15.406497 16.557549 16.56515  16.869972
 16.655369 16.612272 16.404097 16.867667 16.528734 16.788005 16.857132
 16.467221 16.636543 17.04685  16.466291 16.636016 16.622851 16.700159
 16.657982 16.523473 16.859818 16.384502 16.634136 16.899246 16.627333
 16.629789 16.497913 16.847212 16.479689 17.00467  16.518653 16.577451
 18.382822 14.958349 16.850664 16.585063 17.16817  16.467701 16.75037
 16.083204 16.614335 16.992934 16.532262 17.949983 15.470061 16.756828
 16.581001 17.032848 16.986762 15.869214 17.475048 15.971645 16.907278
 16.538364 16.281099 16.948019 16.528149 16.922491 16.554794 16.647563
 16.394922 17.04024  16.532455 16.58939  16.779052 16.612776 16.592387
 16.891428 16.550079 16.612606 16.657511 16.879359 16.337046 17.078559
 16.610751 16.512233 16.844674 16.426316 16.61769  16.603532 16.988136
 16.339151 17.076036 16.359185 16.630295 16.691066 16.629785 16.783139
 16.528929 17.074377 16.543383 16.706733 16.599575 16.275107 16.77843
 16.732184 16.953841 17.07965  16.290083 16.395691 16.893872 16.364232
 16.472701 17.446198 16.079935 16.628874 16.944813 16.445543 17.05465
 16.263668 16.596945 16.70983  17.087026 16.643691 16.828544 16.684662
 16.263902 16.439246 16.864246 16.519728 16.604476 16.707849 16.928255
 16.367    17.235435 16.473513 16.575287 16.718364 16.527783 16.715535
 16.805274 16.512213 16.465817 16.614157 16.747267 16.629345 16.686324
 16.715192 16.854488 16.543471 16.712224 16.684608 16.734321 16.82552
 16.275997 16.943197 16.311563 16.690266 16.947696 16.415408 16.844958
 16.639873 16.71559  16.935595 16.25054  16.974646 16.318468 16.554555
 17.234127 16.162255 17.138466 16.334158 16.823963 16.66679  16.561909
 16.772575 16.469533 16.969057 16.443113 16.856736 17.784939 15.263096
 17.203622 16.491495 16.495683 16.628534 16.451387 16.86272  16.744131
 16.393125 16.646587 16.745041 16.930415 16.567623 16.620707 16.567761
 16.766614 16.806284 16.305433 16.911186 16.509169 17.019412 16.417583
 16.407984 17.259415 16.129064 17.02904  16.684322 16.912183 16.469549
 16.244764 17.108354 16.401662 17.334503 16.053266 16.406811 16.92975
 16.398012 17.023501 16.461258 16.841603 16.720245 16.287363 16.821047
 16.53     16.990345 16.656602 16.249675 17.586686 15.945703 16.696604
 16.753809 17.086287 16.294209 16.739157 16.727778 17.657127 15.472656
 16.52483  16.77877  16.494481 16.642798 17.23008  16.340217 16.493548
 16.716607 16.690774]",,,,,,,
