practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,timingHiccups,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,38.66368779700008,None,39.56296742900008,None,39.56296742900008,None,11.066620239199892,8.00063277619995,-550.7584081443742,-134.81478819337673,"[47.79631502 47.81260908 47.82946895 47.84603431 47.86271236 47.87947156
 47.89572671 47.91160572 47.92910305 47.94566892 47.96260519 47.97925782
 47.99587857 48.01271092 48.0292779  48.04598829 48.06261341 48.07915672
 48.09582674 48.11246215]",2,,,,,,,
