practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,timingHiccups,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,15.957052304000172,None,16.15000445600026,None,16.15000445600026,None,9.156267852599285,8.007217854599276,-550.0011056553665,-135.15872585861987,"[24.40568330699989, 24.421973293000065, 24.441299695999987, 24.455547209000088, 24.472231229000045, 24.489918420000322, 24.505291826000303, 24.52296071899991, 24.53845288699995, 24.5555077060003, 24.572698984999988, 24.58844510100016, 24.605267564000314, 24.62207681100017, 24.639345791000324, 24.65540029800013, 24.672401316000105, 24.689418082999964, 24.70537578099993, 24.72304137099991]",20,,,,,,,
