prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
0,1,4,noise,86,mark,0,0,0,0,11.463492571594543,8.01420173659426,-548.7831365653144,-135.7118805771785,0,"[16.670962   16.640535   16.460105   16.868764   16.32364299 16.926517
 16.760831   16.729372   16.57024    16.679094   16.733544   16.591919
 16.746449   16.579358   16.73656    16.619564   16.654795   16.444201
 16.78781    16.79107    16.64937    16.586896   16.794539   15.973015
 17.107258   16.87105501 16.638421   16.659495   16.82172    16.612163
 16.620657   16.62159    16.269247   17.037979   16.807185   16.667994
 16.562216   16.866009   15.739071  ]",0,418.0,254.0,[],[],[],11.456897840595047,[],8.014256029593525,None,17.85421147899615,None,../,999,1,noiseMot_exp1_noise,2021_Jul_14_1450,2021.1.4,
,,,,,,,,,,10.566713079999317,8.0002658920057,209.65663512026327,331.20593676577994,0,"[15.739071   16.808103   16.567433   16.7399     16.65678201 16.54552099
 16.660286   16.73527    16.709966   16.686561   16.609513   16.73762799
 16.316964   16.940112   16.75981301 16.61305899 16.608489   16.733313
 16.466808   16.948083   16.453942   16.963258   16.466497   16.713041
 16.787559   15.883719   17.329577   16.751145   16.617744   16.564789
 16.804767   16.557735   16.697338   15.832997   16.909474   17.132552
 16.63626501 16.864953   16.537396   16.32075   ]",0,140.0,398.0,[],[],[],10.558023237004818,[],8.000321152001561,None,30.18229847299517,None,,,,,,,
