practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,timingHiccups,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,14.676556003999849,None,14.86895333099983,None,14.86895333099983,None,14.12529317949975,8.009445717499602,-549.5883831571563,-135.346168544321,"[23.1268033  23.14358312 23.16029946 23.17683185 23.19375522 23.21012166
 23.22707197 23.24335958 23.26032636 23.27662001 23.29365783 23.3100243
 23.3269623  23.34363873 23.36031739 23.37673449 23.39370553 23.41002815
 23.4268569  23.44373962]",20,,,,,,,
