practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,16.30972052800007,None,16.852765309999995,None,16.852765309999995,None,9.440733650199945,8.007857834199967,-549.7976152545798,-135.25114337257475,"[25.09269597499997, 25.109353335999913, 25.1258537839999, 25.143057463999867, 25.159168982999745, 25.17606960000012, 25.192514030999973, 25.209373900000173, 25.226350898999954, 25.242841278000014, 25.259406301000126, 25.27601798600017, 25.293498522999926, 25.309674660999917, 25.326305911999953, 25.342978953000056, 25.359286337999947, 25.375913755000056, 25.39251219400012, 25.40932785599989]",,,,,,,
