practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,10.41233066159839,8.012436350596545,-549.1054180697254,-135.56551271257078,1,,,,,,,
