practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,16.911484175999703,None,17.054681249999703,None,17.054681249999703,None,12.558175734400265,8.00806152640007,-549.7118315550138,-135.2901030297434,"[25.311035535999963, 25.327857369999947, 25.344474071999684, 25.361178681999718, 25.377762090000033, 25.39497038799982, 25.41129057099988, 25.427708315000018, 25.444454523999866, 25.46097627800009, 25.477995693999674, 25.494159388999833, 25.511396274999697, 25.527851016999648, 25.54447957499997, 25.56112027800009, 25.57791264599973, 25.598639671, 25.61121441599971, 25.627603361999718]",,,,,,,
