practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,timingHiccupsInFinalInterval,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,17.080395834,None,27.36957563200008,None,27.36957563200008,None,12.63108439849998,8.014780016500026,-548.8465726659937,-135.683070339953,"[40.24750742 40.26406464 40.28083546 40.29709255 40.31413999 40.33071887
 40.34756556 40.36411072 40.38080295 40.39739215 40.41418229 40.43069585
 40.44749884 40.46405817 40.48084961 40.49743135 40.51409253 40.530438
 40.54741446 40.56397261]",2,,,,,,,
