practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,prot_id,trial_id,no_targets,noise_present,trajectory_id,mark_type,text_3.started,text_3.stopped,text.started,text.stopped,image.started,image.stopped,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,finalStimuliFrameTimes,timingHiccups,motbox_path,participant,protocol,expName,date,psychopyVersion,
,,,,,,,,,,17.210198079999827,None,17.69821007499968,None,17.69821007499968,None,11.906862870199802,8.007121112199911,-549.8714777295052,-135.21759787715698,"[25.94282337300001, 25.959892959999706, 25.976057855999898, 25.992744822000077, 26.009404069000084, 26.02698277899981, 26.042803505999927, 26.06010311299997, 26.07613441300009, 26.093311429000096, 26.10948082999994, 26.12626684099996, 26.142901165999774, 26.16014534299984, 26.176158132999717, 26.19311407899977, 26.209420031999798, 26.226032046, 26.242868342999827, 26.25948463399982]",2,,,,,,,
