prot_id,trial_id,noise_present,no_targets,trajectory_id,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cued_cage,obj_2_cage,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,text_5.started,text_5.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
1,5,no_noise,2,70,,,,,0,4,4,4,1,2,6.5506768832565285,4.563149466295727,-87.97477968382047,85.7285651742407,-89.59465394156544,84.44666470279698,-91.13470808811319,83.22793051582575,-86.13814702064454,87.18199914637614,0,"[16.79533301 16.65104099 16.56820899 17.00220804 16.33049996 16.90633304
 16.06754196 16.65800001 16.53245802 17.04512502 16.780334   16.877666
 16.57041698 16.68029203 16.49116597 16.83204202 16.56683302 16.76916698
 16.92208298 16.40562504 16.66008396 16.66983304 16.57195797 16.83737501
 16.66770899 16.70845802 16.431625   16.86966699 16.45333302 16.76216698
 16.85324998 16.51483303 16.531042   17.14108302 16.33491699 16.90954098
 16.36962499 17.21404202 19.51712498 13.35645805]",0,nan,nan,-70.0,87.0,6.536427258281037,[],4.549847258254886,None,89.56087887502508,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,6,noise,4,74,,,,,0,5,5,5,4,1,7.010934466205072,4.561060425185133,-156.62796396407353,-344.9063827186171,-156.75403870732623,-342.8861879219764,-156.87761982860894,-340.90595039194295,-156.5026808714897,-346.91389227378295,0,"[13.35645805 16.59729198 16.40150003 16.76562498 16.58941602 16.75016695
 16.68170805 16.87929197 16.54375001 16.687333   16.44833398 17.08512503
 16.25979098 17.05916703 16.28141699 17.55416597 19.16045899 13.42125004
 16.71133301 16.83445799 16.26837498 16.82475    16.646959   16.66654099
 16.71879203 16.86074998 16.42116701 16.68858301 16.56195801 16.76795899
 16.69341599 16.744625   16.79791702 16.48920798 16.52633399 16.79858303
 16.54070796 16.867292   16.760125   16.45191701]",0,nan,nan,-245.0,-326.0,7.003779466205742,[],4.561113591189496,None,96.92953933402896,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,7,no_noise,4,26,,,,,0,6,6,6,1,3,6.231429966224823,4.565148675232194,-201.061318404865,59.18846959346133,-203.1526114177625,59.45733177144586,-204.9982265147743,59.694608944775204,-199.18308195103725,58.94699853195455,0,"[16.45191701 17.56499999 15.97183303 17.38245797 15.97387501 17.38100004
 15.90529201 17.41908299 16.04004198 17.26737502 15.99649998 17.31041702
 15.97966597 17.28637499 15.97866701 17.54095801 15.85041697 17.46625005
 15.59295796 17.663042   15.93595801 17.45970902 15.82404098 17.48562499
 15.80054202 17.55591697 15.79041599 17.6735     15.66933404 17.52125
 15.20674996 17.29125    16.40791603 17.55016699 15.87487501 17.84741698
 15.50654101 17.57245901 15.78066597 17.58120902]",0,nan,nan,-175.0,111.0,6.220558133267332,[],4.565204508253373,None,104.76202316704439,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,8,noise,4,73,,,,,0,7,7,7,1,3,6.24693500821013,4.563011383230332,-137.9974303676587,61.68225121285192,-139.9610346218867,62.06468868375641,-141.93901381001876,62.4499258600266,-136.03319783461976,61.2996913764764,0,"[17.58120902 16.65204199 16.57520799 16.55320899 16.8105     16.56275004
 16.73524996 16.57066605 16.80620899 16.52383298 16.73983299 16.56820899
 16.854833   16.71925001 16.58204204 16.58449997 16.74866601 16.57804201
 16.98366698 16.29087504 16.77745796 16.58825    17.30429201 19.54391599
 13.25729204 16.95166697 16.41816599 16.562542   16.806208   16.53941703
 16.80691697 16.60912501 16.62887499 16.561458   16.78499999 16.59116702
 16.783125   16.68133301 16.67541696 16.42570802]",0,nan,nan,-95.0,75.0,6.2397978832013905,[],4.563064716232475,None,111.81171845900826,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,9,noise,4,11,,,,,0,8,8,8,4,1,6.780257424223237,4.562980508198962,-544.4389962108751,-337.68062482649344,-546.3039910401795,-336.9028705658973,-548.1358054328153,-336.13895346215634,-542.5833049139788,-338.4544992575827,0,"[16.42570802 16.70979202 16.55225002 16.72849996 16.52787504 16.70904097
 16.56325004 16.85349998 16.48533397 16.85016602 16.51295903 16.76499995
 16.63925004 16.97533298 16.66662499 16.55495801 16.49070898 16.64325001
 17.43604103 19.17045895 13.40866601 16.75529202 16.65395801 16.71875
 16.52183401 16.92495798 16.42895798 16.77837502 16.59849996 16.72808401
 16.45154104 16.94841695 16.37991704 16.97125001 16.34599996 16.79866604
 16.539459   16.83733298 16.75495802 16.56783395]",0,nan,nan,-556.0,-371.0,6.7715664662537165,[],4.563036633247975,None,118.87858054204844,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,10,noise,1,119,,,,,0,9,9,9,3,1,7.3650984251871705,4.564828758186195,334.64573567284293,-159.94341610314075,332.6901190721208,-159.50005258799524,330.7448157410065,-159.0590272241337,336.609568726833,-160.38864239425246,0,"[16.56783395 16.630125   16.66495902 16.81287499 16.54691598 16.71445899
 16.72808302 16.61325002 16.92933298 16.41175    16.66379202 16.62712498
 16.62750001 16.71554201 16.71120798 16.68300002 16.64845797 16.63541701
 16.75775001 16.72750001 16.37870801 16.76937495 16.64662501 16.78479201
 16.59745799 16.81287499 16.55254205 16.61674998 16.60916698 16.73366601
 16.61879203 16.986      16.38758299 16.81045897 16.47325    16.72012504
 16.61845797 16.71120798 16.78191702 16.59700001]",0,nan,nan,181.0,-257.0,7.353236300172284,[],4.564882383157965,None,126.47791200003121,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,11,no_noise,2,6,,,,,0,10,10,10,2,3,6.23176550824428,4.56435442523798,75.56736044504586,211.67376230790165,77.2012883703849,210.51468060161017,78.82389956150574,209.36362680120357,73.95173504024339,212.8198605059221,0,"[16.59700001 16.817333   16.87841699 16.39654103 16.64383395 16.7635
 16.70200005 16.753125   16.51295798 16.67329198 16.67149999 16.71
 16.52495802 16.80029201 16.644541   17.02691702 16.23991696 16.83425001
 16.44058299 16.83904201 16.51879097 16.76033402 16.584458   16.71862497
 16.71870804 16.65399998 16.54087502 17.17162499 16.15354198 16.99191704
 16.36408299 17.57866697 18.98716606 13.65729194 16.54441701 16.79466601
 16.57812501 16.69416699 16.50825003 16.77925   ]",0,nan,nan,62.0,176.0,6.220564758230466,[],4.564414467196912,None,134.6605792500195,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,12,no_noise,4,96,,,,,0,11,11,11,4,1,6.712683717196342,4.562123092240654,-534.0479346939975,-262.13257943812556,-535.9966550003218,-261.98336063691835,-537.9962064607035,-261.8302495563278,-532.0832162603198,-262.28302325935095,0,"[16.77925    16.82229101 16.530792   16.61349996 16.725083   16.59350004
 16.60304196 16.82237501 16.64045802 16.68499998 16.508792   16.80454199
 16.67333301 16.73545799 16.55875001 16.67737501 16.67554199 16.92308299
 16.45220903 16.69637498 16.61649998 16.67625003 16.62654098 16.76716702
 16.794917   16.621708   16.54708298 16.593042   17.05725002 19.70208297
 13.45158403 16.56133297 16.633333   16.68754203 16.72716701 16.73574996
 16.71120804 16.28791698 16.42250002 16.787     ]",0,nan,nan,-558.0,-282.0,6.701045133231673,[],4.5621771751903,None,141.71232354204403,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,13,noise,2,155,,,,,0,12,12,12,1,2,6.446059383219108,4.562895925191697,-373.50535396549424,298.144758885266,-372.4403918264301,299.8630192340585,-371.3995655026558,301.5423377154577,-374.551219284328,296.4573102506052,0,"[16.787      16.88454201 16.50058298 16.66349999 16.72008302 16.67029201
 16.501042   16.80812496 16.48216601 16.82233403 16.62675    16.70887496
 16.561208   16.868292   16.69062499 16.59050002 16.62083302 16.83883299
 16.45758399 16.70045801 16.554375   16.69983298 16.91549999 16.51891699
 16.58175001 16.70450001 16.71195799 16.707542   16.45120798 16.80083404
 16.62037498 16.74770802 16.56891697 16.65645803 16.64087496 16.73237502
 16.462542   16.84887498 16.54283301 17.272292  ]",0,nan,nan,-413.0,254.0,6.438218883238733,[],4.562951550236903,None,149.245567459031,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,14,noise,2,171,,,,,0,13,13,13,3,4,6.561196008231491,4.56148192420369,249.15279004524828,-275.05361939876764,249.75370067939815,-276.96659433474133,250.3510764685224,-278.8683162331545,248.5556614936091,-273.1526845709858,0,"[17.272292   16.81837498 16.62687503 16.80391602 16.40520897 16.78716601
 16.82249998 16.62554202 16.57070802 16.783459   16.38895797 16.920875
 16.619      16.60775003 16.64745796 16.86962502 16.48887503 16.84358396
 16.43825002 16.73166599 16.48091699 16.84895798 16.45395905 17.23941596
 16.539209   16.85387501 16.496083   16.925      16.35774999 16.63420803
 16.58508397 16.82966598 16.676959   16.79570804 16.46124996 16.75358304
 16.61270898 16.70787501 16.60345797 16.882208  ]",0,nan,nan,268.0,-280.0,6.550537424220238,[],4.561535133223515,None,156.51300008402904,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,15,no_noise,4,88,,,,,0,14,14,14,2,3,6.2786567582516,4.561569717247039,344.53815372064736,271.87934921931196,342.70135910735416,272.7037170137246,340.8827470528669,273.519924333476,346.34884669861,271.06669604306745,0,"[16.882208   16.69470797 16.61029202 16.75025001 16.539125   16.75095799
 16.76291699 16.70237503 16.50254097 16.90362504 16.43141697 16.73479198
 16.61575004 16.99016598 16.30004199 16.829542   16.531375   17.63158303
 18.95687496 13.56133301 16.62766701 16.905125   16.42004203 16.81379101
 16.37462497 16.83737501 16.65574999 16.71325002 16.44758397 16.771166
 16.64070901 16.70187502 16.63233299 16.733083   16.726167   16.638792
 16.6105     16.78062498 16.537291   16.66733401]",0,nan,nan,338.0,269.0,6.268225883250125,[],4.561624008230865,None,163.8959878750029,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,16,no_noise,2,156,,,,,0,15,15,15,3,1,6.578044424299151,4.560774257290177,157.4398316899011,-287.13702124888744,155.4904964085101,-286.59643242915706,153.5757987897331,-286.0654493110879,159.3558688364759,-287.6683758442279,0,"[16.66733401 16.90474997 16.56695805 16.62770897 16.54079102 16.90316701
 16.44737495 16.93300001 16.752542   16.53091604 16.57420897 17.50083303
 18.989      13.56454199 16.69429097 16.52595901 16.56620798 16.92950004
 16.424292   16.835291   16.94579201 16.36033296 16.5345     16.82908402
 16.53291599 16.845459   16.515458   16.75541699 16.55233302 16.97545801
 16.40387496 16.78524999 16.51000004 16.86104195 16.58520801 16.68916701
 16.557083   16.85604203 16.56283299 16.64341701]",0,nan,nan,221.0,-261.0,6.566615549265407,[],4.560829299269244,None,170.99635812500492,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,17,no_noise,1,67,,,,,0,16,16,16,4,2,6.248065342195332,4.564235009194817,-205.0984542452346,-156.25617989869295,-203.91139723919633,-154.62235711408806,-202.74597968137408,-153.01831809164602,-206.28393303282982,-157.8878304799089,0,"[16.64341701 17.05687499 16.42674999 16.57604205 16.59349998 16.818167
 16.47208299 16.65345801 16.63550001 16.8635     16.49245899 16.82258298
 16.72108303 17.04004197 16.19254198 16.68445801 16.66925004 16.93191699
 16.35524997 16.83658303 16.43891697 16.87954104 16.46170899 16.84612496
 16.65483305 16.65062498 16.66462503 16.76962496 16.40300005 16.82441699
 16.52374998 16.73550002 16.622708   16.73408301 16.52816701 16.74770797
 16.52295899 16.83087501 16.80754102 16.60329197]",0,nan,nan,-277.0,-213.0,6.236922759213485,[],4.564295676187612,None,178.39443145901896,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,18,noise,2,110,,,,,0,17,17,17,2,4,6.546411467192229,4.563140842190478,504.39618609410536,62.30070519338938,504.0350456483636,64.27891053981794,503.67951203349725,66.22640356104223,504.7561053103649,60.32918932945815,0,"[16.60329197 17.154834   16.21795801 16.88029198 16.53695799 16.69241703
 16.49224997 16.78466599 16.57108404 17.042541   16.33687498 16.83087501
 16.53962501 17.01245899 16.644958   16.59849996 16.35212504 16.85779198
 16.50600001 16.771      16.678916   16.722459   16.44812501 16.904791
 16.44608396 16.78604103 16.91604202 16.454375   16.74570795 16.61583403
 16.45604102 16.84433396 16.54037501 16.71183301 16.69079199 16.69945801
 16.49025001 16.76437497 16.699375   17.06329198]",0,nan,nan,428.0,61.0,6.537822258193046,[],4.5631957172299735,None,185.4620704590343,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,19,noise,2,134,,,,,0,18,18,18,4,1,6.930288050207309,4.563015217194334,-493.51724706275184,-242.24225094297472,-494.2946253318711,-244.10035853069664,-495.06033617957473,-245.9305783768613,-492.7510865506481,-240.4109562985208,0,"[17.06329198 16.69500006 16.52445795 16.87129203 16.49291598 16.94287499
 16.63754199 16.710417   16.54991601 17.02545903 16.36533299 16.68645797
 16.54675003 16.68662496 16.707959   16.66666602 16.54458401 16.89054101
 16.48491697 16.85391704 16.41670795 17.45079202 19.060958   13.60129198
 16.72429102 16.72904199 16.46050002 16.83362498 16.49662503 16.82641701
 16.58941596 16.71008399 16.46766602 16.73137501 16.88362501 16.57116698
 16.53341699 16.78466599 16.54158405 16.72270795]",0,nan,nan,-426.0,-251.0,6.918598300195299,[],4.5630675502470694,None,192.8287255000323,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,20,noise,4,36,,,,,0,19,19,19,3,4,6.280638091266155,4.563704341300763,232.44099397050533,-40.707268013761315,230.2529896194004,-41.41894114636676,228.24634303998243,-42.07162561497179,233.94749683968996,-40.217260936924234,0,"[16.72270795 16.72479097 16.70949999 16.77300001 16.52645902 16.69783302
 16.70549996 16.584875   16.65029203 16.68825001 16.67833299 16.78145799
 16.49387501 16.806375   16.61004196 16.634083   16.64129202 16.73062501
 16.65424998 16.76437503 16.5885     16.70216699 16.62137499 16.66858298
 16.67445799 16.929209   16.50362503 16.42470801 16.43004199 16.77229098
 16.61070902 16.85329102 16.81120897 16.48975001 16.61945798 16.52216702
 17.57700002 19.18079099 13.20237498 16.81475004]",0,nan,nan,229.0,-109.0,6.272397300286684,[],4.563758300268091,None,200.5780674170237,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,21,noise,4,55,,,,,0,20,20,20,2,3,6.24499300919706,4.56112171721179,256.24483840447806,317.24867289484297,258.12022645725256,317.98558823850834,259.19835177869226,317.8116503885732,254.37358288100123,316.5133813880379,0,"[16.81475004 16.687917   16.55654103 16.82424999 16.79008402 16.49133296
 16.60066703 16.79924998 16.60462498 16.733583   16.590958   16.70604205
 16.710583   16.630959   16.53145795 16.89875004 16.58095798 16.92537504
 16.35095896 16.8405     16.37479104 16.84162498 16.676459   16.73108299
 16.59020799 16.70283399 16.75316604 16.67516696 16.42887504 17.06458296
 16.72033401 19.50837503 13.37174996 16.88454102 16.56900003 16.64812496
 16.56875003 16.78941702 16.75458299 16.66141697]",0,nan,nan,292.0,271.0,6.236356134235393,[],4.561184342252091,None,207.6799087090185,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,22,no_noise,1,123,,,,,0,21,21,21,2,1,6.445102966274135,4.5617506332928315,492.77657057865724,379.34044101529304,492.13968652257574,377.36660698368865,491.5352755549853,375.49341369911326,493.38182752227664,381.21625615271563,0,"[16.66141697 16.646709   16.519583   16.72950003 16.65762498 16.86770801
 16.42358402 16.766958   16.52966696 16.75537502 16.73487498 16.6415
 16.561625   16.86954102 16.41379198 16.91450004 16.46633295 17.02462503
 16.33341698 16.65445801 16.77354198 16.50962501 16.950208   16.57604199
 16.67054201 16.72029099 17.30041701 19.39320803 13.17320898 16.73058298
 16.87520801 16.48433402 16.56795799 16.67979202 16.52008295 16.92808303
 16.39520901 17.29254099 16.42462501 16.91208401]",0,nan,nan,473.0,327.0,6.433564549253788,[],4.561806549259927,None,214.74646966700675,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,23,no_noise,1,120,,,,,0,22,22,22,3,1,6.511619217228144,4.561233425221872,518.2574470428043,-323.7984505684112,517.0463890977072,-322.23120670297516,515.8078250284257,-320.62836684928396,519.4805628197275,-325.3812986112001,0,"[16.91208401 16.87233301 16.48970798 16.73604205 16.74766699 16.64279099
 16.97745902 16.39654097 16.657167   16.415625   17.65333302 19.34374997
 13.23500002 16.73733402 16.52820798 16.72733302 16.70112496 16.56825002
 16.72283403 16.80716599 16.42166701 16.75104199 16.618333   16.80695801
 16.53091697 16.74245798 16.53725002 16.79587498 16.55379205 16.63537498
 16.67808299 16.89366699 16.43491699 16.766958   16.62345801 16.673834
 16.88120799 16.50612499 16.66970801 16.73166698]",0,nan,nan,404.0,-273.0,6.500619675265625,[],4.561286925221793,None,222.0127011250006,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
