prot_id,trial_id,noise_present,no_targets,trajectory_id,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cued_cage,obj_2_cage,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,text_5.started,text_5.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
1,24,no_noise,1,94,,,,,0,23,23,23,4,1,6.396227717224974,4.562096009205561,-396.0803627934846,-70.75905505090165,-397.9871772575163,-71.439349510833,-399.8462351451983,-72.10260585041816,-394.2226848022993,-70.0962910171804,0,"[16.73166698 16.79495798 16.61633403 16.94725    16.43437496 16.8105
 16.36200002 16.84233302 16.52279199 16.768375   16.55916596 16.94654202
 16.35208301 16.77412499 16.51095902 16.989375   16.80679101 16.22200001
 16.698375   16.89241698 16.46199997 16.86612505 16.41383296 16.89795899
 16.52558299 16.74779202 16.66000002 16.706708   16.65887499 16.63470798
 16.44162502 16.86124998 16.64158399 16.847416   16.65558404 16.62808296
 16.44579205 16.87466598 16.43604197 16.73375   ]",0,nan,nan,-379.0,-90.0,6.384767426236067,[],4.5621497592073865,None,229.3454921670491,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,25,noise,1,48,,,,,0,24,24,24,3,2,6.178819716209546,4.561510841187555,329.4761832332056,-366.99833522147554,331.5802923197284,-367.0840697216997,333.54927845036593,-367.16429847169167,327.17987363353257,-366.9047692760838,0,"[16.73375    16.79266698 16.58887503 17.09391596 16.39579202 16.72929199
 16.48566598 17.14508404 16.26037498 16.709583   16.47583302 16.78045897
 16.73166599 16.57066704 16.62137499 16.70508296 16.59558405 16.73325
 16.64020796 17.08733302 16.13233401 16.91066596 16.439542   16.85700001
 16.65733301 16.70741703 16.58908295 16.78100001 16.48350002 16.74762502
 16.58745896 16.76633302 16.94150001 16.67499996 16.32804202 16.85670798
 16.42558299 17.54570904 19.152208   13.47837498]",0,nan,nan,233.0,-305.0,6.171495633199811,[],4.561563258175738,None,236.56272904202342,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,26,noise,2,10,,,,,0,25,25,25,3,2,6.881459716241807,4.550725175242405,556.7314750036321,-179.87589688545233,557.7565408801354,-178.16604858140866,558.7819384065366,-176.45564707290413,555.6446864061381,-181.68870100163082,0,"[19.152208   13.47837498 16.84120798 16.55987499 17.03679201 16.369708
 16.67070802 16.64291701 16.688167   16.575291   16.85833401 16.42825
 17.05395797 16.489417   16.66654099 16.435917   16.85637503 16.55779197
 16.76562498 16.58208302 16.62437501 16.6345     16.82354201 16.530375
 16.81291597 16.80591702 16.587083   16.59874996 16.70337503 16.54804201
 16.73420798 16.54133399 16.71025    16.60341601 17.11720903 16.415958
 16.61224995 16.62050001 17.61279203 18.90912501]",0,nan,nan,533.0,-222.0,6.87012184120249,[],4.550778925244231,None,243.56136241700733,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,27,no_noise,2,153,,,,,0,26,26,26,4,1,5.930390508263372,4.56366905028699,-456.1015118389893,-439.3330914890156,-457.52259888746204,-437.9445581821158,-458.9632874102105,-436.5368724243331,-454.6865401040897,-440.71564956970565,0,"[18.90912501 16.58737502 16.64912497 16.76091703 16.83504198 16.53420803
 16.49808296 16.91641705 16.558167   16.58987498 16.75183297 16.90862502
 16.36145799 16.74745901 16.617416   16.65974996 16.80837502 16.54120901
 16.57070802 16.70941699 16.71879098 16.98829199 16.19933301 16.94875001
 16.68754203 16.480583   16.676709   16.75070799 16.56220801 16.66458399
 16.59645798 16.862583   16.41866699 16.84175001 16.49845799 16.84166701
 16.78383304 16.56033396 16.48425002 16.98587503]",0,nan,nan,-431.0,-411.0,5.919210341235157,[],4.563723466242664,None,251.26170966704376,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,28,noise,4,100,,,,,0,27,27,27,1,4,6.0304565501865,4.563133508199826,-240.68357557210535,227.28492761908896,-241.83657080194678,228.8963882623752,-242.9986551772549,230.52055216741104,-239.52075508303565,225.65973489942746,0,"[16.98587503 16.84779197 16.48504101 16.772084   16.511333   16.96804201
 16.97066601 16.32508403 16.53579099 16.77524997 17.31495903 19.31495802
 13.23170797 16.91770903 16.460958   16.70579199 16.716916   16.6805
 16.79866697 16.54287503 16.65504201 16.63891599 16.35499997 17.319709
 16.26237499 16.77716605 16.55037497 16.72274998 16.52841701 16.77945803
 16.57233399 16.93833299 16.44787501 16.87729202 16.454208   16.85570797
 16.645959   16.51416603 16.65212499 16.81491698]",0,nan,nan,-198.0,151.0,6.019564050191548,[],4.563186758197844,None,258.01251500000944,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,29,noise,2,105,,,,,0,28,28,28,3,1,6.478582967247348,4.561402800260112,222.11018177517744,-439.1393778910202,220.33214775843007,-438.18238036656516,218.57604832408413,-437.2371887698148,223.8467196842551,-440.0740408189825,0,"[16.81491698 16.72562503 16.499958   16.86404197 16.561375   16.65566704
 16.63891599 16.92525001 16.27479197 17.36312505 16.07716695 16.82258304
 16.54300001 16.73520799 16.59504196 16.90329204 16.560041   16.64837502
 16.44504198 17.53025001 19.236958   13.40795896 16.56987501 16.73112501
 16.72245801 16.67633298 16.54179202 16.839583   16.58991701 16.74516697
 16.89904102 16.44974999 16.72195899 16.43520803 16.59683295 16.79525001
 16.614375   16.83187502 16.43120899 16.90395799]",0,nan,nan,240.0,-424.0,6.469860092271119,[],4.56145971728256,None,264.86448445904534,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,30,noise,4,25,,,,,0,29,29,29,1,2,6.231163383286912,4.5642427582642995,-214.45203505739215,403.7559901174101,-212.804930818433,404.9374114484958,-211.18804662344854,406.0971567959167,-216.05990776239526,402.60270845713,0,"[16.90395799 17.76366698 18.88320805 13.50100001 16.64287498 16.74062497
 16.79416705 16.44945797 16.60266699 16.85575    16.59020799 16.73575002
 16.596917   16.73754101 16.572917   16.67404198 16.65845804 16.67383296
 16.74666704 16.661542   16.49637497 16.763166   16.54866699 16.80079201
 16.56158298 16.83320804 16.39612496 17.22120901 16.16879104 16.85637498
 16.47833397 17.25179103 16.17662498 16.71995904 16.63099998 16.63070801
 16.58016699 16.89079101 16.489834   16.67108299]",0,nan,nan,-254.0,287.0,6.2200153832673095,[],4.564295383286662,None,272.16142383404076,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,31,noise,1,132,,,,,0,30,30,30,4,3,6.346707674267236,4.563007591234054,-470.9528184518149,-105.30480464234361,-472.0798796447206,-103.66555869469657,-473.2166459444879,-102.01219722502256,-469.81477747049934,-106.96002006331668,0,"[16.67108299 16.76970901 16.61629096 16.87216701 16.49391704 16.67899999
 16.675791   16.91204199 16.37237502 16.70499996 16.977083   16.52162499
 16.44254202 16.96854201 16.41887502 16.64062496 16.67029102 16.653959
 16.63258299 16.93137502 16.61474997 16.59062499 16.50183304 16.69845899
 16.79258299 16.56974998 16.59479202 16.821041   16.51254197 16.84987504
 16.99649997 16.20854199 16.78645803 16.725083   16.46466699 16.66945801
 16.72283403 16.57691598 16.73862501 16.74508397]",0,nan,nan,-459.0,-236.0,6.3395916322479025,[],4.563063632231206,None,279.2123041250161,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,32,noise,2,22,,,,,0,31,31,31,3,4,6.480207174201496,4.56302150717238,204.79409886420652,-269.8665632605638,206.70787612840908,-270.5226664925559,208.55920139480298,-271.15735920913806,202.918140969445,-269.2234257017386,0,"[16.74508397 16.99437498 16.65225002 16.72341698 16.481417   16.86174999
 16.33387501 16.88645803 16.48329198 16.83037501 16.450333   16.897958
 16.49166696 16.94225002 16.70895802 16.52279199 16.49754198 16.76108304
 16.58695797 16.77545899 16.60775003 16.72654098 16.49900002 16.80424996
 16.532209   16.78079099 16.66591701 16.90062502 16.33083302 16.803584
 16.44195797 16.91216702 16.46908297 16.92604204 16.47016598 16.96104201
 16.31379197 16.855416   16.531792   16.79308299]",0,nan,nan,156.0,-228.0,6.472082924214192,[],4.563075841171667,None,286.37955691700336,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,33,noise,1,117,,,,,0,32,32,32,3,1,6.362308842188213,4.561948092188686,66.24148181522172,-178.0056716150085,68.02819266842239,-177.07377404353537,69.79451073867224,-176.15251276773,64.46647458330233,-178.93146491044283,0,"[16.79308299 16.94958296 16.33091702 16.50420803 16.90029196 16.64854202
 16.56841597 16.79333404 16.55599999 16.72658301 16.569792   16.73770801
 16.77837496 16.71295799 16.51450002 16.69308398 16.53650001 16.782541
 16.57866698 16.79791702 16.51674998 16.759208   16.51229203 16.82891598
 16.57670899 16.71479101 16.93045901 16.54391602 16.535417   16.57458296
 17.52162504 19.23454198 13.31387501 16.79354202 16.617833   16.62154199
 16.59324998 16.79629105 16.68495894 16.64450002]",0,nan,nan,66.0,-178.0,6.350825592176989,[],4.562002425198443,None,293.67937325005187,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,34,noise,4,24,,,,,0,33,33,33,2,4,6.263930800312664,4.563481175282504,218.9067905727495,458.8033164882367,217.22074203663985,457.74045806889274,215.52463951566781,456.6712617759763,220.5929195047649,459.8662255878923,0,"[16.64450002 16.96674997 16.47495799 16.80145902 16.603333   16.76949998
 16.46175003 16.95487497 16.35070803 16.73266699 16.66983298 16.79495902
 16.42116602 16.84170897 16.51637501 17.03362499 16.400708   16.74308302
 16.60995901 17.59595796 18.94487499 13.47054204 16.68516599 16.55804197
 16.67645801 16.818334   16.6035     16.70062501 16.48545801 16.87304198
 16.57904102 16.71779202 16.77891699 16.53929095 16.67050004 16.59991697
 16.70924999 16.60879201 16.61137503 16.81712497]",0,nan,nan,202.0,404.0,6.2551311333081685,[],4.563534758286551,None,300.8623588750488,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,35,no_noise,2,47,,,,,0,34,34,34,1,3,6.261514342215378,4.5612290921853855,-531.8043823759035,367.13467689006364,-532.9155928543933,365.45477443918264,-534.0148589893289,363.79292917224575,-530.6998999208658,368.80440806979004,0,"[16.81712497 16.78945898 16.533583   16.82529203 16.59108297 16.70537505
 16.61937498 16.66508301 16.49604202 16.78424998 16.85449999 16.55716699
 16.72575    16.57695801 17.43487502 19.19437497 13.35829205 16.76391595
 16.66216704 16.91629196 16.35116601 16.68516704 16.51608298 16.87533403
 16.46670798 16.78900002 16.54283301 16.90037496 16.87354199 16.42054203
 16.54433302 16.70033298 16.58220898 16.74087503 16.736458   16.60845801
 16.60783397 16.778666   16.68262499 16.680584  ]",0,nan,nan,-527.0,316.0,6.250656342192087,[],4.561285508214496,None,307.9469295000308,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,36,noise,2,37,,,,,0,35,35,35,3,2,6.476573216263205,4.559846383228432,553.9354507948074,-334.58980350377414,553.2277571985547,-332.72355965604936,552.5289880915952,-330.88085039069944,554.6385722663969,-336.4439902980388,0,"[16.778666   16.68262499 16.680584   18.88204104 16.31166699 17.02949998
 16.46804198 16.56283304 16.57329197 17.53225003 19.02775001 13.49175
 16.675041   16.702667   16.65420801 16.65512496 16.64933399 16.76879101
 16.484375   16.75162499 16.65725    16.79866703 16.499708   16.71825
 16.60091698 16.75158303 16.55950001 16.72699995 16.60133403 16.866958
 16.51762496 16.96683303 16.38462499 16.70808397 16.557333   17.02254202
 16.42720803 16.63220796 16.51450002 16.85583399]",0,nan,nan,525.0,-313.0,6.469334758236073,[],4.559906633221544,None,315.03058545902604,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,37,noise,1,54,,,,,0,36,36,36,1,2,6.313719092227984,4.563076009217184,-390.2237272450177,178.0401086270256,-388.84065245388257,179.4396693822559,-387.3903104611539,180.2941603441496,-391.6521639672553,176.59464523590077,0,"[16.85583399 16.62670798 16.66925004 16.54616697 16.790458   16.71950001
 16.77475002 16.52733295 16.641917   16.69445803 16.65883401 16.498791
 16.88529202 16.48120797 16.73645899 16.52329101 16.68991701 16.69974998
 16.84483304 16.60249999 16.73608401 16.51508297 16.78095799 16.50800003
 16.93716698 16.33579202 16.84524998 16.50079101 16.81449998 16.54641703
 16.813542   16.95058297 16.30629203 16.62554097 16.76166704 16.66420797
 16.73658402 16.39829099 16.93416701 16.680167  ]",0,nan,nan,-393.0,178.0,6.305202009214554,[],4.563129925227258,None,322.31198083399795,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,38,no_noise,4,146,,,,,0,37,37,37,3,4,6.3958455912652425,4.561737300246023,307.20933757332637,-452.61327564022895,306.96811772212897,-450.6045876747476,306.73118304018084,-448.6315832065335,307.4430887570205,-454.55977045511565,0,"[16.680167   16.73158299 16.74112497 16.69545803 16.554959   16.79191599
 16.43124997 16.79866703 16.53487497 16.74795803 16.86649997 16.55695902
 16.50829101 16.80941699 16.821292   16.79883304 16.28712495 16.62058302
 16.74245903 16.725833   16.59583295 16.71354205 16.617833   16.844542
 16.519083   16.69066696 16.46241703 17.00608298 16.44629199 16.931083
 16.39587502 16.82454202 16.53733297 16.75474999 16.53054205 16.89799997
 16.56612498 16.85633301 16.33820799 16.70170901]",0,nan,nan,263.0,-395.0,6.385365841269959,[],4.561787925253157,None,329.4461700420361,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,39,no_noise,2,19,,,,,0,38,38,38,4,1,6.37792729929788,4.561458757263608,-233.62007603769334,-309.6202935086725,-232.31247516483555,-311.1753589384601,-231.06112643523343,-312.6635264599149,-234.88978936200553,-308.1102858776258,0,"[16.70170901 16.93979098 16.68754203 16.46333298 16.513084   16.76591602
 16.79262496 16.60508401 16.602666   16.62895904 16.73699997 16.62412501
 16.66404097 16.75850002 16.542167   16.65449998 16.80904202 16.59700001
 16.74962498 16.82108303 16.32858301 16.76570898 16.54062502 16.682958
 16.72274998 16.60120802 16.70749998 16.95833402 16.31054102 16.84029197
 16.54733304 17.60462497 19.06795899 13.48050003 16.629291   16.97591698
 16.21104201 16.92816603 16.44158398 16.73041598]",0,nan,nan,-336.0,-334.0,6.367401132301893,[],4.5615137162967585,None,336.66348266700516,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,40,no_noise,1,122,,,,,0,39,39,39,3,4,6.163996217306703,4.563565300253686,584.7233353006567,-403.89763695652016,582.7780301741985,-404.2883274095314,580.7805420283452,-404.6894981759957,586.6596941538337,-403.5087432517483,0,"[16.73041598 16.32633404 16.73795801 16.68720797 16.683125   16.55758399
 16.757      16.55204099 16.72629203 16.58225001 16.82420797 16.60775003
 16.73495898 16.626      16.62420802 16.57204202 17.02758297 16.427333
 16.86166698 16.6035     17.38458301 19.119584   13.37829098 16.71920903
 16.69741597 16.84295904 16.44979097 16.63149998 16.66537503 16.60233398
 16.80516603 16.38170896 16.84554102 16.63295901 16.83812501 16.56799996
 16.98404102 16.53525    16.45745896 16.65195799]",0,nan,nan,464.0,-354.0,6.153216800303198,[],4.563619883265346,None,343.8456338340184,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,41,noise,1,145,,,,,0,40,40,40,3,4,6.512045800220221,4.562283300212584,486.10637284487757,-429.00364631480807,486.9036133619705,-427.17402196674516,487.7035342973034,-425.33824620217786,485.3121042938179,-430.82645015977374,0,"[16.65195799 16.97654201 16.42633299 16.88912499 16.54004201 16.78112498
 16.63229201 16.57883299 16.58291701 16.69337502 16.62641595 16.84812503
 16.62554202 16.80366695 16.45637501 16.72179101 16.62025001 16.85274998
 16.523542   16.60166704 16.646125   17.39191596 19.25354201 13.43404199
 16.805458   16.59950003 16.51354198 16.87229099 16.52920904 16.81237499
 16.591875   16.613541   16.61637501 16.78333397 16.56925003 16.65662497
 16.68745803 16.633583   16.56124997 16.89379202]",0,nan,nan,385.0,-385.0,6.5043364252196625,[],4.562338300223928,None,350.83013800001936,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,42,noise,2,103,,,,,0,41,41,41,2,4,6.229486925294623,4.562409550242592,48.890212685303496,370.65917297288604,50.55641362884483,371.83988010407813,52.15936899704252,372.9757700107247,47.28228017791935,369.51975615446264,0,"[16.89379202 17.210541   19.375042   13.37445795 16.63883403 16.805875
 16.53829101 16.741584   16.510416   16.90049999 16.40670898 16.78112504
 16.77991595 16.52137504 16.60450001 16.69091696 17.028292   16.40600001
 16.63433301 16.70016698 16.66504104 16.700459   16.575708   16.72345796
 16.71170903 16.58737496 16.63058304 16.91783301 16.351667   16.806625
 16.47791697 16.77462499 16.54929103 16.77441696 16.63025003 16.902
 16.37058298 17.01883401 16.42308303 16.72641694]",0,nan,nan,54.0,313.0,6.218001800298225,[],4.562463758280501,None,358.1624180000508,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,43,noise,2,165,,,,,0,42,42,42,2,4,6.547748842276633,4.564106383244507,378.9164768626233,141.89668462091618,377.68467612307404,140.31762973738128,376.46042235500437,138.74824937488546,380.149873644888,143.4777854839372,0,"[16.72641694 16.86191699 16.35608298 16.92083303 16.64333401 16.63137501
 16.49258297 16.761042   16.62916597 16.77979203 16.54024998 16.77962503
 16.50683297 16.96500002 16.42183401 16.64020802 16.86766697 16.61104098
 16.53845905 16.76320797 16.46158303 16.77758398 16.54187497 16.92679105
 16.81129198 16.43224998 16.74070803 16.62520901 16.62774995 16.75629104
 16.46970899 16.94645797 16.50512504 16.65883302 16.53824997 16.82445902
 16.58470801 16.69004199 16.71116601 16.70937496]",0,nan,nan,346.0,105.0,6.539201467239764,[],4.564158425258938,None,365.2126782500418,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,44,no_noise,2,137,,,,,0,43,43,43,4,2,7.462744174234103,4.561989008216187,-362.1098570077293,-372.6182878561723,-364.08696032790425,-373.17925465944404,-366.03879107107673,-373.7330508325383,-359.88638371547916,-371.98741809221724,0,"[16.70937496 16.646292   16.70825004 16.80225    16.46199997 16.67070802
 16.741      16.54866699 16.71958301 16.62891696 16.72425005 16.63433301
 16.81366697 16.60233299 16.699292   16.53170801 16.68012503 16.76387497
 16.65887499 16.67579199 16.66275004 16.76183299 16.82587498 16.38379204
 16.68349997 16.58175001 16.83854201 16.663833   16.65933296 16.44108404
 16.80954098 16.62970899 16.79012505 16.84133295 16.71204204 16.28808299
 16.90820797 17.12425001 19.26245901 13.33275001]",0,nan,nan,-310.0,-377.0,7.451649341208395,[],4.5620381332118995,None,372.56324087502435,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,45,noise,1,43,,,,,0,44,44,44,3,4,6.4617944252095185,4.5615604252088815,118.47027671202957,-60.651322266286144,119.83869007668656,-62.149842900955676,121.1664586818186,-63.60385431610689,117.14387029330132,-59.19880255275598,0,"[13.33275001 16.78004098 16.61979203 16.729542   16.54654101 16.61429199
 16.706542   16.74412499 16.523625   16.87608298 16.61258301 16.69533399
 16.76412503 16.61374996 16.47025003 16.793666   16.787167   16.53108298
 16.59670903 16.862666   17.17191696 19.263667   13.39341601 16.83587499
 16.83141704 16.55133296 16.51687501 16.64958399 16.510916   16.93237503
 16.45604201 16.87687496 16.47220802 16.829292   16.53675002 16.864167
 16.40608296 16.91450004 16.39129198 16.981958  ]",0,nan,nan,110.0,-57.0,6.451183342200238,[],4.561615300190169,None,380.8467202090542,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,46,noise,1,115,,,,,0,45,45,45,4,2,6.263833716278896,4.5637124252389185,-50.04837693440419,-65.95957162641102,-49.53551150297786,-67.9310133607337,-49.033375143711936,-69.86121281329692,-50.53986099211972,-64.07031935132599,0,"[16.981958   16.65033301 17.03770895 16.83104102 19.10104201 13.50562501
 16.66949998 16.634083   16.60466701 16.83041698 16.496166   16.79204201
 16.78687497 16.50558301 16.49391704 16.856167   16.54824999 16.77054097
 16.63008402 16.95770799 16.45591698 16.66312502 16.59645804 16.64125
 16.742167   16.62008296 16.72658301 16.604      16.53966698 17.04300003
 16.24304202 16.80470799 16.71137498 16.69520803 16.59849996 16.73691702
 16.62291697 16.97470801 16.26858301 16.80320897]",0,nan,nan,-67.0,-63.0,6.252841425244696,[],4.563768341264222,None,388.12864895904204,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,47,noise,2,160,,,,,0,46,46,46,2,3,6.76260271720821,4.5626494672033004,62.41738205746023,285.8154895959544,60.98283494515813,284.4116213195066,59.55705378439565,283.01633152833386,63.84297033551862,287.21059062936024,0,"[16.80320897 16.864      16.55645802 16.81895897 16.45633299 16.73216699
 16.57237503 16.88108302 16.53404196 16.83466602 16.41004201 16.84512501
 16.56608301 16.74362499 16.52441698 16.71212498 16.72541699 16.69670804
 16.54920797 16.74237504 16.50404197 16.88091701 16.48004097 16.83608402
 16.92187501 16.44129102 16.49020897 16.89379098 16.56579203 16.62241697
 16.499708   16.809583   16.62070904 16.72470797 16.763083   16.627334
 16.62266604 16.72700001 16.62208396 16.83500002]",0,nan,nan,63.0,247.0,6.750618508202024,[],4.5627054672222584,None,395.2128555000527,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,48,no_noise,4,57,,,,,0,47,47,47,4,1,6.26428009220399,4.563723425148055,-273.23186275369636,-84.19189924208804,-271.5271180774612,-85.22581632029919,-269.8272813693454,-86.25675674627095,-274.9595692825389,-83.14405594261397,0,"[16.83500002 16.88437501 16.54429099 16.71145903 16.52474998 16.80466597
 16.91712503 16.424459   16.53304102 16.780334   16.72704099 16.63545897
 16.40412502 16.94129099 16.40149998 17.0005     16.46541705 16.809917
 16.693916   16.90237498 16.29504201 16.72766701 16.68820798 17.314417
 19.252875   13.50062498 16.62762504 16.71637502 16.51983295 17.03625004
 16.50525001 16.77399996 16.60262502 16.71587501 16.64170797 16.81729202
 16.56691701 16.61558298 16.83774998 16.45295799]",0,nan,nan,-218.0,-84.0,6.253090259153396,[],4.563778675161302,None,402.7952179170097,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,49,noise,1,126,,,,,0,48,48,48,1,4,7.330368090246338,4.5633710072143,-88.80591290681768,280.1175135069582,-90.39684167945958,281.3447590013528,-91.96949591246819,282.5579074809641,-87.22513877564559,278.898101322392,0,"[16.45295799 16.885333   16.53704204 16.84933301 16.43724996 17.03345799
 16.40383404 16.71204099 16.62391698 16.68383303 16.546125   16.63933398
 16.67379099 16.73295902 16.885833   16.546125   16.44095802 17.08729198
 17.10275002 19.04141699 13.55183299 16.82504197 16.41275    16.728291
 16.75775001 16.742334   16.475791   16.83554205 16.62383298 16.726417
 16.43995801 16.81654196 16.592375   16.67262503 16.64691698 16.740333
 16.55300002 16.741167   16.63854101 16.69254195]",0,nan,nan,-122.0,272.0,7.31865267426474,[],4.56342688226141,None,409.87946987501346,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,50,no_noise,1,38,,,,,0,49,49,49,1,3,6.478279883216601,4.561283508257475,-301.5898527842155,190.42875412179376,-300.1252256560654,191.82846071879973,-298.6994497164015,193.1910382310165,-303.02023751830137,189.06177210290582,0,"[16.69254195 16.803584   16.50337497 16.83379104 16.55341696 17.188625
 16.28937502 16.64229197 16.71483304 17.26324996 19.15641699 13.694541
 16.535334   16.68570802 16.54808299 16.79612498 16.71895903 16.550083
 16.69558301 16.66391699 16.64841699 16.66283299 16.61133301 16.70000004
 16.71474997 16.91570901 16.51287498 16.55529102 16.67929196 16.65470802
 16.51616703 16.86624996 16.45550004 16.81820798 16.43974998 16.997292
 16.43600001 16.88175002 16.48970798 16.90287504]",0,nan,nan,-266.0,190.0,6.467217133264057,[],4.561336925253272,None,418.02994850004325,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,51,no_noise,4,84,,,,,0,50,50,50,2,1,5.945463467214722,4.561301217181608,73.58673640474505,279.56190455850304,72.28228161594829,278.02997002960853,70.99828110997933,276.52205674115623,74.89115229435681,281.09379340470684,0,"[16.90287504 16.55499998 16.55804104 16.844375   16.58683398 16.78624999
 16.53637498 16.78008301 16.57158299 16.66475    16.55579201 16.83191699
 16.60391601 16.638792   16.56525    17.08358299 16.24429203 17.09133299
 16.33804198 16.80408302 16.416709   17.18441601 16.31645899 16.84679097
 16.39733399 16.80754102 16.58216701 16.67220797 16.65437501 16.75854198
 16.60154201 16.60420804 16.66958298 16.65499998 16.73912501 16.72266697
 16.50258305 16.77079196 16.76766702 16.65537496]",0,nan,nan,83.0,211.0,5.933999633183703,[],4.561352425196674,None,425.3301937500364,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,52,noise,2,63,,,,,0,51,51,51,2,4,6.247340425266884,4.563924467249308,150.7037532709083,283.025234361826,152.16059436408474,284.4171162872644,153.5853106583548,285.77830582822406,149.26056328309147,281.6463948518586,0,"[16.65537496 16.62049996 16.48104104 16.76629198 16.68462501 17.18025003
 19.44370795 13.442875   16.56487503 16.807459   16.50083298 16.66550001
 16.63241698 16.86020801 16.78670803 16.70462498 16.36533398 16.91833301
 16.40625001 16.94829197 16.33291604 16.75520896 16.24425    16.83008304
 16.592542   16.60999999 16.85354096 16.50504203 16.572083   16.77945897
 16.55141602 17.13991701 16.29962499 16.91675    16.39637502 16.797875
 16.42308303 16.79274999 16.634167   16.72579197]",0,nan,nan,177.0,380.0,6.239636008278467,[],4.563980758248363,None,432.0961737500038,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
1,53,noise,4,46,,,,,0,52,52,52,3,1,6.530078217270784,4.5634037592681125,535.9066735293702,-165.77948475144458,537.7254851039514,-166.6600158148949,539.5080283340216,-167.52298848779597,534.118032362767,-164.91355991867425,0,"[16.72579197 17.172708   19.168042   13.60820804 16.68116701 16.613791
 16.47454198 16.92658302 16.45558397 17.141791   16.43545902 16.59958297
 16.51433302 16.826084   16.66566601 16.695834   16.63974999 16.66320802
 16.52387495 16.77975    16.49762504 17.099833   16.39633399 16.78958302
 16.42399997 16.76070801 16.64937497 16.97950001 16.351      16.88954199
 16.393792   16.821041   16.52554201 16.88983303 16.61929197 16.558417
 16.51012502 16.83704095 16.56054205 16.79316699]",0,nan,nan,517.0,-140.0,6.519217925262637,[],4.563458259275649,None,439.1630556250457,None,,,../,999,1,noiseMot_exp1_noise,2021_Jul_19_2147,2021.1.2,
