practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,worstLastFramesDur,timingHiccupsInLastFramesOfStimuli,cue.started,cue.stopped,motbox_path,participant,expName,date,psychopyVersion,response,wasUp,condition,flipStatus,offset,trialNumber,
0,-1,-1,0,0,-1,-1,0,1.8118185591883957,1.212041275226511,14.245635951993833,199.25098061887547,5.910123413087646,199.25098061887547,-2.4186590978560645,199.25098061887547,22.580545459532956,199.25098061887547,0,"[16.22064109 16.68269094 16.57791296 16.75356808 16.34355995 16.98614098
 16.62172505 16.66179392 16.70935203 16.70415397 16.56386501 16.89176005
 16.47774398 16.66227099 16.67075907 17.72284298 15.40117094 16.89894206
 16.67167502 16.63013594 16.68405195 16.635668   16.68107603 16.71473798
 16.70568599 16.12639602 17.13502605 16.727168   16.81811793 16.26170008
 16.91314799 16.61040296 16.59210399 16.71857701 16.23870502 17.08495698
 16.64905704 16.66978293 16.67636307 16.80755103]",17.722842982038856,0,624.4047501770547,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x500xstatic,not_flipped,0,204,
0,-1,-1,0,0,-1,-1,0,1.7312540170969442,1.1648218410555273,31.45131997927074,199.38748535769992,14.768592949723642,199.38748535769992,-1.9475860225504213,199.38748535769992,48.04704599711094,199.38748535769992,0,"[16.67636307 16.80755103 16.89172501 16.62798401 16.78920898 16.561697
 16.83412003 16.46152395 16.74978901 16.63435099 16.669743   16.67178201
 16.64022403 16.76216105 16.1291199  17.20196102 16.19789097 17.00147206
 16.68878796 16.80604205 16.30708296 17.044037   16.56125498 16.67593804
 16.62093704 16.66756801 16.72950492 16.56884002 16.78384701 16.52689907
 16.75807091 16.88943699 16.38030005 16.69035805 16.7364619  16.63328602
 16.70253498 16.66937105 16.61500696 16.853248  ]",17.201961018145084,0,626.7602430530824,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x1000xstatic,not_flipped,2,205,
0,-1,-1,0,0,-1,-1,0,2.362388932146132,1.7091948401648551,-13.003390544326283,199.79757329216227,-21.10300355707226,199.79757329216227,-29.445609572575666,199.79757329216227,-4.427827050675878,199.79757329216227,0,"[16.853248   16.60333003 16.65142702 16.74035599 16.63121197 16.63077902
 16.81435795 16.54028508 16.69016096 16.66086493 16.70028304 16.20722096
 17.11214101 16.68385998 16.63472911 16.6722649  16.64164604 16.65527106
 16.67834399 16.79583499 16.54495695 16.68234204 16.61273395 16.68899297
 16.7266581  16.43978793 16.76859905 16.96338004 15.9857939  17.14137499
 16.60017006 16.74522099 16.610338   16.67879103 16.42806898 16.90443105
 16.7062229  16.2126061  17.11932593 16.42273099]",17.141374992206693,0,629.0269866089802,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x500xdynamic,not_flipped,-1,206,
0,-1,-1,0,0,-1,-1,0,2.6016593071399257,1.7358405931154266,0.4567317597109293,199.31622363510542,-7.936611720127293,199.31622363510542,-16.229162697912432,199.31622363510542,8.761480269255808,199.31622363510542,0,"[16.42273099 16.31331991 17.01530209 16.82762697 16.62071003 16.68546197
 16.91145403 16.22698293 16.76111598 16.76277304 16.63393597 16.65319107
 16.78778999 16.14363794 17.03806303 16.94847399 15.952872   17.26768399
 16.53553499 16.63772506 16.80518396 16.115512   17.07735506 16.68426301
 16.692415   16.6154349  16.72893809 16.65825397 16.65347896 16.83966699
 16.31937001 16.84173604 16.63970598 16.66395005 16.6083799  16.767608
 16.59165602 16.76895807 16.623943   16.91326499]",17.26768398657441,0,631.9231295230566,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x500xstatic,not_flipped,1,207,
0,-1,-1,0,0,-1,-1,0,2.20227860705927,1.1158599390182644,-18.02074792655203,199.0923771779053,-34.65263999393228,199.0923771779053,-51.01882398454491,199.0923771779053,-1.7772429841572368,199.0923771779053,0,"[16.767608   16.59165602 16.76895807 16.623943   16.91326499 16.18341601
 17.0112449  16.61674806 16.729636   16.587905   16.70015301 16.68081002
 16.69907093 16.70573303 16.09965798 17.10390905 16.731399   16.177368
 17.42986601 15.91447892 17.15698908 16.63683192 16.6615491  16.65135089
 16.70916402 16.63475006 16.72559301 16.62503695 16.61005896 16.7120971
 16.80387196 16.38986496 16.78984903 16.67518006 16.55080193 17.07608497
 16.38533699 16.66310406 16.25500899 17.06184598]",17.429866013117135,0,635.1067072390579,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x1000xdynamic,not_flipped,-1,208,
0,-1,-1,0,0,-1,-1,0,1.9384725842392072,1.1851757301483303,-8.082269637527066,-199.65469820378348,-16.473356639182317,-199.65469820378348,-24.755400610303628,-199.65469820378348,0.33229938227857403,-199.65469820378348,0,"[17.06184598 17.03697396 16.68255602 16.85306092 16.54584904 16.98061696
 16.866146   15.87510004 17.09533995 16.41356305 16.84728602 17.01488893
 16.65271306 15.91601595 16.61738497 17.14149909 16.61989396 16.57506905
 16.27917693 17.09132304 16.60858805 16.77062199 16.18523092 17.08834502
 16.88781299 16.38216106 16.81560499 16.58882597 16.57081605 16.68949099
 16.66105294 16.78463304 16.621302   16.60327101 16.69441699 16.73488098
 16.56686794 16.7885531  16.808755   16.51196892]",17.14149909093976,0,637.8566872290103,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x500xdynamic,flipped,-1,209,
0,-1,-1,0,0,-1,-1,0,2.2104304981185123,1.593573012156412,-6.698522919181611,-199.41240813373588,-23.514032915558545,-199.41240813373588,-39.77697188253316,-199.41240813373588,9.97360309832928,-199.41240813373588,0,"[16.51196892 16.72339707 16.82329795 16.53839799 16.61344303 16.92923601
 16.00529405 17.0804779  16.81598206 16.46022499 16.72763599 16.80768002
 16.48582297 16.69548801 16.76210202 16.68660995 16.53173508 16.71238593
 16.65319805 16.64971502 16.69993601 16.61370997 16.68800099 16.63107495
 16.676125   16.606636   16.76324103 16.64280007 16.67268295 16.92648395
 16.16137801 16.91489806 16.91515592 16.39385405 16.69323305 16.89435798
 16.30569098 16.80757804 16.66222396 16.68221701]",17.08047790452838,0,640.3724089739844,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x1000xstatic,flipped,2,210,
0,-1,-1,0,0,-1,-1,0,2.2085344651713967,1.5760537551250309,-16.003810599731246,-199.20845815096982,-32.64065159885768,-199.20845815096982,-49.36705754073891,-199.20845815096982,0.6267574761938679,-199.20845815096982,0,"[16.68221701 16.705491   16.59287396 16.72938908 16.680078   16.64149796
 16.59546106 16.68870694 16.63227903 16.768298   16.65321295 16.54353202
 16.75517997 16.63301606 16.67607599 16.68571704 16.64913492 16.635729
 16.73299202 16.59522206 17.19683397 15.94589697 16.84281207 16.68564195
 16.71157696 16.63893799 16.41730301 16.95508009 16.64461999 16.71145891
 16.78264001 16.22415299 16.96546702 16.59017103 16.75729605 16.58490498
 16.71389502 16.66794496 16.61115803 16.70238294]",17.196833970956504,0,643.1512454660842,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x1000xdynamic,flipped,1,211,
0,-1,-1,0,0,-1,-1,0,2.0302680680761114,1.1964619910577312,-2.0855359536671365,-199.091809771955,-10.487538463350507,-199.091809771955,-18.820663498629006,-199.091809771955,6.069144998762635,-199.091809771955,0,"[16.70238294 16.72222896 16.632766   16.67027804 16.65848494 16.62525802
 16.70336002 16.66389103 16.73119795 16.62218    16.63210907 16.61876892
 16.75600302 16.61339297 16.71221911 16.67434094 16.76703    16.32693806
 16.906715   16.62216499 16.72753796 16.55764203 16.77915396 16.60664799
 16.74977108 16.68121491 16.52644505 16.73306804 16.81281393 16.43080404
 16.97906596 16.13826398 16.91852009 16.73593698 16.62769192 16.66018902
 16.66520699 16.77074807 16.35595597 16.87377796]",16.979065956547856,0,645.9740895670839,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x500xstatic,flipped,-1,212,
0,-1,-1,0,0,-1,-1,0,1.753250905079767,1.0858855560654774,-47.68332797614876,-199.74497609073296,-64.41500799777003,-199.74497609073296,-81.12839893950166,-199.74497609073296,-31.121315951924952,-199.74497609073296,0,"[16.62769192 16.66018902 16.66520699 16.77074807 16.35595597 16.87377796
 16.66596497 16.83504402 16.471543   16.64518402 16.82814595 16.5694051
 16.631315   16.69934101 16.53620799 16.72300196 16.68453298 16.64110902
 16.70552103 16.65777294 16.67640801 16.66993299 16.785632   16.55732701
 16.22492401 17.09264505 16.68057498 16.70510101 16.57869201 16.70137793
 16.71676303 16.626533   16.66938397 16.644052   16.76489401 16.56946202
 16.72356005 16.68737899 16.577314   16.62333496]",17.09264505188912,0,648.557333852048,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x1000xdynamic,flipped,-2,213,
0,-1,-1,0,0,-1,-1,0,2.349531774991192,1.72905511490535,-3.002289458177292,-199.27009189943783,-11.331710914614849,-199.27009189943783,-19.67196644656291,-199.27009189943783,5.332575578708893,-199.27009189943783,0,"[16.62333496 16.68762101 16.67431195 16.88875502 16.05685602 17.04551897
 16.69049705 16.62806398 16.7849909  16.54252002 16.70110004 16.66080195
 16.64564805 16.71798201 16.66041696 16.59659704 16.70388202 16.62845095
 16.70530299 16.62168407 16.74030791 16.61187899 16.70149004 16.61440101
 16.64292603 16.93572092 16.13020001 17.16402301 16.506574   16.67780301
 16.67022007 16.65634499 16.65681496 16.64134103 16.78475994 16.539042
 16.67713001 16.67269506 16.67181891 16.665617  ]",17.164023010991514,0,650.8916111079743,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x500xdynamic,flipped,0,214,
0,-1,-1,0,0,-1,-1,0,2.283834960195236,1.7172275522025302,-8.427022609626182,-199.85443420079537,-16.72225614567218,-199.85443420079537,-25.107678610597976,-199.85443420079537,-0.05455414322135704,-199.85443420079537,0,"[16.665617   16.58707694 16.39151701 16.90763899 16.686816   16.62958495
 16.67831303 16.64488704 16.74420794 16.6643681  16.75244491 16.65413007
 16.62152098 16.54305996 16.83885406 16.62897901 16.559485   16.82174497
 16.57848898 16.618761   16.68205205 16.61890198 16.68492402 16.78473991
 16.57743903 16.66110801 16.68245101 16.69411105 16.68455894 16.58338401
 16.660047   16.65295498 16.65503602 16.72250195 16.68039907 16.61020902
 16.73934993 16.62298106 16.73569297 16.59093902]",16.907638986594975,0,653.7989017370855,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x500xstatic,flipped,0,215,
0,-1,-1,0,0,-1,-1,0,1.7860625369939953,1.1362554399529472,2.1713129880370685,-199.93432266963646,-14.354584092972974,-199.93432266963646,-31.14314207970182,-199.93432266963646,18.85024394677003,-199.93432266963646,0,"[16.62298106 16.73569297 16.59093902 16.65600005 16.66049298 16.66493597
 16.91544103 16.43063407 16.64765296 16.65359305 16.73681394 16.61163196
 16.60704706 16.74444601 16.63497603 16.74989099 16.63528092 16.64165303
 16.708949   16.69277297 16.68196905 16.55267004 16.6749109  16.66071103
 16.71540004 16.58276096 16.72950503 16.73157304 16.538486   16.778394
 16.59752801 16.67099795 16.67208294 16.66612504 16.64573303 16.66567498
 16.75377297 16.55252208 16.68461494 16.78571396]",16.915441025048494,0,656.6733827320859,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x1000xstatic,flipped,1,216,
0,-1,-1,0,0,-1,-1,0,1.609954342013225,1.1273111179471016,-6.008306164527493,199.188212165609,-22.73790817265417,199.188212165609,-39.304058179492316,199.188212165609,11.474725794745428,199.188212165609,0,"[16.75377297 16.55252208 16.68461494 16.78571396 16.68690506 16.748989
 16.70670393 16.24975307 16.519189   17.28616795 16.48961904 16.59142703
 16.78887801 16.57972089 16.75173105 16.54117205 16.73925295 16.66145504
 16.64502593 16.62851905 16.82034694 16.51923801 16.74373506 16.18560601
 17.126102   16.62594394 16.60270907 16.79045591 16.61757799 16.93183905
 16.02264401 16.71721204 17.0847429  16.82081202 16.44173404 16.80077694
 16.56839508 16.72547602 17.45574491 15.75877902]",17.45574490632862,0,659.0506396450801,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x1000xstatic,not_flipped,0,217,
0,-1,-1,0,0,-1,-1,0,1.737452423083596,1.2041361690498888,10.40717034473441,199.25098061887547,1.9668463558273714,199.25098061887547,-6.293032138018091,199.25098061887547,18.723577848760257,199.25098061887547,0,"[15.75877902 16.81330998 16.36495697 16.82117803 16.74328593 16.6260011
 16.66472293 16.27665001 17.09509303 16.63488999 16.68263599 16.72283094
 16.69080206 16.813903   16.68779494 16.38593408 16.57960797 16.76690602
 16.79009292 16.45953604 16.73537795 16.72569802 16.65006799 16.58892608
 16.49795892 16.95206109 16.5751999  16.71422506 16.93859999 16.31898398
 16.75491501 16.76993899 16.55328309 16.62383298 16.61764691 16.69394202
 16.56314905 16.84589102 16.663149   16.61014499]",17.0950930332765,0,661.2703546920093,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x500xstatic,not_flipped,0,218,
0,-1,-1,0,0,-1,-1,0,2.3687436140608042,1.7354016690514982,0.6624974319718246,199.35061421385035,-7.627527566160315,199.35061421385035,-16.106736076995038,199.35061421385035,8.906952409074401,199.35061421385035,0,"[16.61014499 16.75798802 16.61216095 16.73785702 16.41742198 16.78165596
 16.63773006 16.68094099 16.68808202 16.64726797 16.62147895 16.71449107
 16.73401194 16.69503108 16.59907494 16.68278908 16.58100297 16.65685198
 16.67001401 16.81595005 16.69589989 16.52451605 16.57906803 16.78122394
 16.69457508 16.82466792 16.48876502 16.63339499 16.67736797 16.617588
 16.70206105 16.68879797 16.69221697 16.64136501 16.74562006 16.570854
 16.921559   16.47549495 16.63810201 16.56833303]",16.921558999456465,0,663.6157690980472,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x500xdynamic,not_flipped,1,219,
0,-1,-1,0,0,-1,-1,0,1.7765955079812557,1.1766337570734322,-20.64721784316943,199.48521071812138,-28.914403319312346,199.48521071812138,-37.19194632484586,199.48521071812138,-12.30752680911691,199.48521071812138,0,"[16.56833303 16.69441198 16.79366303 16.31068997 16.87611593 16.66312001
 16.64758101 16.67156105 16.80259092 16.41781605 16.74279396 16.89707709
 16.29932795 16.84027503 16.89099893 16.4857331  16.4108699  17.0047431
 16.55983098 16.70616702 16.50917495 16.82012202 16.65281598 16.92552201
 16.16194495 17.03054004 16.87893097 16.33377408 16.66810992 16.66671108
 16.641133   16.77040197 16.60930796 16.49838907 16.86813799 16.68765093
 16.56279305 16.56651392 16.68117102 16.82463009]",17.030540038831532,0,666.6004102900624,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x500xdynamic,not_flipped,-2,220,
0,-1,-1,0,0,-1,-1,0,1.7305687529733405,1.1086394060403109,-25.249277938623162,199.0923771779053,-41.661182999145424,199.0923771779053,-58.341052963864236,199.0923771779053,-8.251947931479844,199.0923771779053,0,"[16.68765093 16.56279305 16.56651392 16.68117102 16.82463009 16.59892011
 16.65135997 16.61809499 16.49906195 16.51759108 17.08859601 16.63914998
 16.70067699 16.54271898 16.76579705 16.7120829  16.6456101  16.72084897
 16.63219195 16.63026807 16.68235497 16.677971   16.60563401 16.98662003
 15.94919991 17.2712541  16.60879795 16.58459904 16.63251501 16.47597598
 16.85884502 16.73524699 16.87924995 16.51771506 16.89956093 16.30500099
 16.67477901 16.44673408 16.950335   16.36218699]",17.271254095248878,0,669.017940943013,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x1000xdynamic,not_flipped,-1,221,
0,-1,-1,0,0,-1,-1,0,3.0473949251463637,1.7482469101669267,6.766794300871662,199.31622363510542,-1.660375222330221,199.31622363510542,-9.955625696805544,199.31622363510542,15.020505285589715,199.31622363510542,0,"[16.36218699 16.65128709 16.70732    16.57506893 16.77765406 16.63483493
 16.53917006 16.62699995 16.43467799 17.07057608 16.66388498 16.20483201
 17.09544798 16.672189   16.85122401 16.42453799 16.73846203 16.55729499
 16.71627793 16.77713508 16.59928192 16.63941098 16.68827608 16.64260903
 16.76934399 16.509015   16.8300349  16.51014108 16.76475501 16.67216502
 16.66917594 16.70995797 16.28461608 16.87783492 16.74810098 16.82894304
 16.56924502 16.85704396 16.51424903 16.83191606]",17.09544798359275,0,671.3119818060659,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x500xstatic,not_flipped,1,222,
0,-1,-1,0,0,-1,-1,0,2.885538259986788,1.59896969597321,-1.2463167939315252,199.96769892750308,-17.899640805644793,199.96769892750308,-34.52042079772602,199.96769892750308,15.505883290806908,199.96769892750308,0,"[16.83191606 16.689418   16.64119994 16.82186709 16.34750399 16.39517397
 17.068399   16.67674701 16.71569201 16.55120903 16.57026494 16.51331899
 16.94986806 16.698475   16.69159497 16.77213795 16.525232   16.65762102
 16.72963204 16.635651   16.706469   16.37001196 16.98401803 16.62005496
 16.60877606 16.67633397 16.74417499 16.54525602 16.85613999 16.31349698
 16.850346   16.70886506 16.671238   16.62785292 16.71313599 16.69760607
 16.64727693 16.64882805 16.73304301 16.54160896]",17.068398999981582,0,674.9306056050118,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x1000xdynamic,not_flipped,2,223,
0,-1,-1,0,0,-1,-1,0,2.2030449509620667,1.5697231850354,-22.663444434111902,199.38849546806887,-39.386095399787614,199.38849546806887,-55.96142638456631,199.38849546806887,-5.990470447396822,199.38849546806887,0,"[16.54160896 16.650534   16.63949806 16.83565101 16.36427199 16.80117997
 16.64499205 16.87625796 16.47110702 16.65848598 16.69847197 16.44169306
 16.90494199 16.60100895 16.69635903 16.727568   16.62779902 16.66131499
 16.65043493 16.72247599 16.59955201 16.65680809 16.69999398 16.66199393
 16.22372109 17.21470198 16.61455294 16.61658206 16.69804601 16.55723597
 16.79005101 16.60403295 16.69051801 16.73013298 16.68041607 16.60767803
 16.58776496 16.71485102 16.67639893 16.6652801 ]",17.21470197662711,0,678.3810549500631,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x1000xstatic,not_flipped,1,224,
0,-1,-1,0,0,-1,-1,0,2.399195384932682,1.5834614139748737,-17.243776090767113,-199.41240813373588,-33.60445212325814,-199.41240813373588,-50.621559114519386,-199.41240813373588,-0.22212506024899703,-199.41240813373588,0,"[16.67639893 16.6652801  16.63614204 16.69343095 16.71542204 16.72888
 16.58610592 16.69986499 16.45715605 16.84509695 16.66887407 16.63569198
 16.72361104 16.67075499 16.66117494 16.51884802 16.83473599 16.59097406
 16.72650699 16.63403597 16.62419597 16.97632507 16.40338497 16.70404593
 16.390595   16.89062698 16.57315402 16.80554205 16.71932999 16.57780004
 16.59143798 16.696151   16.73879102 16.597079   16.89732599 16.21267002
 16.99017396 16.38395805 16.99749497 16.78327902]",16.997494967654347,0,681.1552991709905,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x1000xstatic,flipped,2,225,
0,-1,-1,0,0,-1,-1,0,2.0818792660720646,1.1256166329840198,-7.657306388020697,-199.62333357031457,-19.313684318214836,-199.62333357031457,-41.01513535995055,-199.62333357031457,8.960660660639224,-199.62333357031457,1,"[16.99017396 16.38395805 16.99749497 16.78327902 16.58617391 16.72415703
 16.55921701 16.69938106 16.65702497 16.68550097 16.75290102 16.48772194
 16.98328601 16.25365403 16.88428002 16.44132403 16.86698396 16.72860899
 16.60397905 16.78935695 16.11119905 17.13589195 16.68898598 16.68227708
 16.487421   17.20092096 16.41646295 16.479288   16.67584409 16.68629691
 16.75795508 16.54794998 16.78151998 16.63257799 16.614986   16.21538005
 21.50825399 11.853014   16.61241497 16.68547897]",21.50825399439782,1,684.1360761700198,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x1000xdynamic,flipped,0,226,
0,-1,-1,0,0,-1,-1,0,3.7124042331706733,1.1956992481136695,-2.5654719713219727,-199.091809771955,-10.898322964932891,-199.091809771955,-19.224940965797874,-199.091809771955,5.807327522050468,-199.091809771955,1,"[16.68547897 16.70695294 16.61068108 16.62164892 16.776431   16.59504999
 16.72992704 16.67165605 16.57675195 16.67802501 16.69924799 16.876771
 16.38891303 16.66906697 16.75031602 16.694666   16.62898192 16.63632307
 16.59623103 16.80663892 16.57001104 16.659152   16.79169398 16.58155909
 16.64395293 16.71428396 16.78836311 16.583291   16.63289592 16.91785606
 16.41007292 16.5578021  16.76153601 16.6233799  16.70873305 16.65919798
 16.65724698 16.67413302 16.738142   16.65400702]",16.917856060899794,0,686.7941819770494,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x500xstatic,flipped,-1,227,
0,-1,-1,0,0,-1,-1,0,2.4888848341070116,1.5694596590474248,-22.6069495867062,-199.20845815096982,-39.6612456853557,-199.20845815096982,-55.64382768637124,-199.20845815096982,-5.8368186320233715,-199.20845815096982,1,"[16.65400702 16.73560799 16.31322398 16.95045701 16.73555502 16.62301796
 17.01387507 15.82256891 17.12776208 16.67698298 16.64545399 16.67509496
 16.68209303 16.68273006 16.70780999 16.66310593 16.62152109 16.66307298
 16.63119602 16.69847593 17.57248701 15.80453897 16.77968702 16.47438901
 16.83197496 16.07528201 17.17181609 16.66974695 16.64277003 16.67249994
 16.76141005 16.56257792 16.48526406 16.82791696 16.62918006 16.78494504
 16.170274   17.04155491 16.76807902 16.54988201]",17.57248700596392,0,691.0876666400582,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x1000xdynamic,flipped,1,228,
0,-1,-1,0,0,-1,-1,0,2.960842879023403,1.7283439760794863,-2.86853668768821,-199.85443420079537,-11.195261208572663,-199.85443420079537,-19.53708019829286,-199.85443420079537,5.515755326254984,-199.85443420079537,1,"[16.54988201 16.73842501 16.66097599 16.60189498 16.72188099 17.52148708
 15.8248269  16.6810411  16.56384498 16.70056302 16.68360794 16.62643405
 16.59452589 16.80526906 16.64622198 16.20419708 17.246056   16.52324595
 16.67789195 16.27965306 17.05009001 16.68261795 16.61688206 16.65937691
 16.70987799 16.62450505 16.70009398 16.619339   16.883526   16.43514005
 16.67976601 16.67105895 16.82162296 16.183667   16.57817909 17.0908469
 16.70336502 16.65380504 16.73295698 16.59474103]",17.521487083286047,0,694.2120392130455,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x500xstatic,flipped,0,229,
0,-1,-1,0,0,-1,-1,0,1.9388393559493124,1.1858816939638928,-7.6376132249442215,-199.65469820378348,-15.971878722922998,-199.65469820378348,-24.24646023908456,-199.65469820378348,0.7410162895376509,-199.65469820378348,1,"[16.59474103 16.67916297 16.66081103 16.74281305 16.61411894 16.60557801
 17.35799701 16.03029505 16.6818609  16.513273   16.81113907 17.66911801
 15.22797195 17.20766304 16.22628793 17.47261011 15.96664195 16.96770999
 17.13745994 15.98508412 16.75839396 16.61006897 16.68097905 16.84651698
 16.36510994 16.85653499 16.76774304 16.54938702 16.68941695 16.64261403
 17.01361302 16.08686999 16.94329304 16.73717599 16.50239993 16.80683705
 16.58149995 16.67541498 16.72267204 16.42028498]",17.669118009507656,0,697.7562825790374,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x500xdynamic,flipped,-1,230,
0,-1,-1,0,0,-1,-1,0,1.803138193092309,1.1028448190772906,-30.66235070838611,-199.90449424623512,-47.29063471569698,-199.90449424623512,-63.74023168138246,-199.90449424623512,-13.934310644632387,-199.90449424623512,1,"[16.80683705 16.58149995 16.67541498 16.72267204 16.42028498 16.64242102
 16.69798896 16.67695306 16.65072399 16.65537001 16.75613399 16.75791293
 16.12362301 17.07231102 16.57882601 16.748138   16.61419705 16.62761695
 16.73653105 16.80046902 16.73099597 16.55005198 16.70760603 16.53735596
 16.63662004 16.75313001 17.39242696 15.89728298 16.64228598 16.65050606
 16.71561401 16.76296699 16.506335   16.71653299 16.66008402 16.88936597
 16.45413204 16.65294496 16.73260902 16.58043102]",17.392426962032914,0,700.2640208790544,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x1000xstatic,flipped,-1,231,
0,-1,-1,0,0,-1,-1,0,2.4405693269800395,1.7518369499593973,8.676797523396784,-199.2232645433396,0.2620225066791715,-199.2232645433396,-7.823904488002187,-199.2232645433396,17.075298493030242,-199.2232645433396,1,"[16.58043102 16.64198306 16.66328695 16.67266304 16.78804692 16.34933404
 16.83003502 16.85833593 16.59877703 16.55823702 16.67253603 16.69891691
 16.64857706 16.74241398 16.64218795 16.61731    16.59174706 16.90656005
 16.51472889 16.6296761  16.70037594 16.65173704 16.68699796 17.22923398
 16.11699502 16.59253403 16.68497594 16.70034206 16.76147094 16.5471111
 16.83862391 16.48166799 16.78693504 16.62894501 16.62978996 16.91535406
 16.23217203 16.81602094 16.78619999 16.54823497]",17.229233984835446,0,702.6718926649773,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x500xdynamic,flipped,2,232,
0,-1,-1,0,0,-1,-1,0,2.8990478389896452,1.7334484959719703,-0.6390257689629282,199.31622363510542,-8.951152274151571,199.31622363510542,-17.27943827374769,199.31622363510542,7.695932749426684,199.31622363510542,1,"[16.78619999 16.54823497 16.55711001 16.62412204 16.66880003 16.73596702
 16.60171    16.661281   16.69341291 16.64701907 16.81934495 16.601254
 16.58295898 16.69719699 16.66427508 16.62562694 16.84845798 16.48342703
 16.666929   16.67157107 16.70901    16.64421894 16.75683202 16.55041298
 17.40391203 16.01517503 16.62208093 16.61782304 16.65573299 16.76957298
 16.66724298 16.75835007 16.54399699 16.61692199 16.62948495 16.75542502
 16.63787302 16.67192299 16.65072003 16.66933193]",17.403912032023072,0,705.6999264480546,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x500xstatic,not_flipped,1,233,
0,-1,-1,0,0,-1,-1,0,2.758033039048314,1.1248732489766553,-8.471467178547936,199.188212165609,-25.332249230938213,199.188212165609,-41.87668719817903,199.188212165609,8.081830809591157,199.188212165609,1,"[16.63787302 16.67192299 16.65072003 16.66933193 15.34940396 17.09117903
 16.47576096 16.88336395 16.83313411 16.26702899 16.79729694 16.72710606
 16.79943793 16.65740204 16.60604205 16.62647096 16.64622896 16.70037
 16.62763301 16.709505   16.62777306 16.68770099 16.76283893 16.50714607
 16.95678092 16.42852998 16.711534   16.67454501 16.60499    16.73018106
 16.59742102 16.78769791 16.54277509 16.96802897 16.37680002 16.67996601
 16.58978593 16.83577406 16.58665994 16.64301101]",17.091179033741355,0,709.1785623430042,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x1000xstatic,not_flipped,0,234,
