practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,worstLastFramesDur,timingHiccupsInLastFramesOfStimuli,cue.started,cue.stopped,motbox_path,participant,expName,date,psychopyVersion,response,wasUp,condition,flipStatus,offset,trialNumber,
0,-1,-1,0,0,-1,-1,0,2.4492884470382705,1.761106007033959,13.342381070135856,-199.2232645433396,4.98165204119938,-199.2232645433396,-3.364821931579387,-199.2232645433396,21.634588040644996,-199.2232645433396,0,"[16.69820701 16.83489396 16.51115308 16.76486991 16.58442698 16.739432
 16.63679408 16.85548399 16.41681802 16.70048991 16.71655499 16.660286
 16.63782203 16.66722901 16.64572698 16.62514603 16.67375199 16.732833
 16.77298406 16.34206797 16.880929   16.65353402 16.943358   16.41265594
 16.61815296 16.8151391  16.49077795 16.75207599 16.53866901 16.75100904
 16.64454292 16.72287507 16.62792999 16.74292597 16.60186099 16.67904505
 16.69532992 16.71115111 16.54794195 16.73301694]",16.943358001299202,0,94.08237623004243,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x500xdynamic,flipped,2,5,
0,-1,-1,0,0,-1,-1,0,2.2550670580239967,1.7874000309966505,26.6819855084184,-199.95108640613034,18.548165541375745,-199.95108640613034,9.811360540567657,-199.95108640613034,35.08305751043441,-199.95108640613034,0,"[16.73301694 16.76563604 16.51221095 16.774997   16.26276702 17.09029102
 16.54290396 16.73055999 16.63307799 16.61969104 16.68084401 16.70966798
 16.79118501 16.57580002 16.60080894 16.68834698 16.72458206 16.82705502
 16.42369991 16.71097009 16.31876093 16.61334804 17.05045905 16.93281101
 16.38453791 16.70953608 16.76088094 16.55760198 16.63244807 16.75342198
 16.56951895 16.75544109 16.54611994 16.74817305 16.83545695 16.18669799
 17.40997506 16.29757497 16.74965804 16.17814298]",17.40997505839914,0,96.80507563997526,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x500xstatic,flipped,3,6,
0,-1,-1,0,0,-1,-1,0,1.8012555681634694,1.2455411711707711,47.528894908463315,-199.74657471850514,39.172673888241604,-199.74657471850514,30.828470363484428,-199.74657471850514,56.186296859958865,-199.74657471850514,0,"[16.17814298 16.341554   16.62562799 16.65800391 16.38856111 16.94280095
 16.69515204 16.69759396 16.44463104 17.08492101 16.40518196 16.611467
 16.69790794 16.75774506 16.61817299 16.64198295 16.68100909 16.70527598
 16.69625402 16.61840791 16.6699281  16.78509195 16.71302796 16.50510903
 16.73684898 16.53596107 16.96394    16.40546496 16.672089   16.68150304
 16.71604894 16.63922099 16.67014707 16.63136494 16.84900105 16.45586698
 16.67905494 16.67581499 17.3163591  15.984584  ]",17.316359095275402,0,99.34162233700044,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x500xdynamic,flipped,2,7,
0,-1,-1,0,0,-1,-1,0,2.331914932001382,1.11620461801067,-17.326524716569292,-199.90449424623512,-34.15498265787046,-199.90449424623512,-50.663409757195225,-199.90449424623512,-0.68551965779643,-199.90449424623512,0,"[16.45586698 16.67905494 16.67581499 17.3163591  15.984584   16.73449995
 16.63375506 16.32915495 17.07611396 16.59895503 16.70190797 16.61121706
 16.77451597 16.70961396 16.59850706 16.60703495 16.67380205 16.69948502
 16.73167199 16.62778202 16.635129   16.67016593 16.61857497 16.64602105
 16.72402606 16.68172597 16.58962795 16.71257603 16.64331299 16.71354496
 16.624265   16.613513   16.74578106 16.62583498 16.96858404 16.37607894
 16.57167403 16.82290598 16.64219599 16.69734402]",17.316359095275402,0,101.42757900303695,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x1000xstatic,flipped,-1,8,
0,-1,-1,0,0,-1,-1,0,1.7374625949887559,1.1877715330338106,54.368272771593,199.63978204340674,37.51440881611761,199.63978204340674,20.89652081346121,199.63978204340674,70.87899884069319,199.63978204340674,0,"[16.69734402 16.72503608 16.66045294 16.66118298 16.67134999 16.59949811
 16.7364229  16.65905805 16.62597805 16.66691492 16.72264701 16.63985301
 16.67378796 16.762538   16.56778005 16.60346997 16.72443107 16.73201099
 16.69053396 16.61362103 16.61350101 16.72267693 16.58516598 16.68723905
 16.62988297 16.719284   16.35759405 16.99443499 16.63956698 16.65991195
 16.64122602 16.65290503 16.71569503 16.68487291 16.66249603 16.63898607
 16.63744298 16.82875201 16.50309493 16.72461908]",16.994434990920126,0,104.02725300006568,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x1000xstatic,not_flipped,3,9,
0,-1,-1,0,0,-1,-1,0,3.5969764199107885,1.6967861648881808,-18.363183849024825,199.58656678139232,-26.578179346862488,199.58656678139232,-34.90510736172949,199.58656678139232,-10.1546533596695,199.58656678139232,0,"[16.72461908 16.78882306 16.62096195 16.58923901 16.84491697 16.47552405
 17.37656794 16.11125004 16.52203104 16.7222009  16.70125907 16.66543901
 16.67107199 16.58452197 16.62497397 16.70206606 16.65991801 16.60433202
 16.8077019  16.59955899 16.69219404 16.61909604 16.73710195 16.62624802
 16.80782496 16.51470701 16.72543201 16.61974797 16.76884911 16.37171698
 17.15187996 16.05619106 17.0862329  16.70246106 16.52860094 16.74595103
 16.63765707 16.47715096 16.40431804 17.14722894]",17.376567935571074,0,106.05627072206698,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x500xdynamic,not_flipped,-2,10,
0,-1,-1,0,0,-1,-1,0,2.8697554050013423,1.1811347160255536,-18.515696315979667,199.48521071812138,-26.874105827836406,199.48521071812138,-35.04107732786805,199.48521071812138,-10.18226033537657,199.48521071812138,0,"[17.14722894 16.35816193 16.9678661  16.67634491 16.71946701 16.56414103
 16.74113004 16.65674301 16.63974696 16.707776   16.66147902 16.65799797
 16.69436903 16.67095395 16.65605907 16.58906299 16.76924096 16.64293301
 16.73912001 16.46444399 16.81200496 16.423436   16.85130701 16.65158698
 16.82070503 16.522191   16.67220797 16.56592707 16.75523201 16.64502802
 16.67865296 16.314156   17.93185598 15.42124304 17.00399898 16.59227198
 16.34932996 16.69138309 16.70055802 17.08143193]",17.93185598216951,0,109.95608592999633,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x500xdynamic,not_flipped,-2,11,
0,-1,-1,0,0,-1,-1,0,1.7719980798428878,1.2056882159085944,11.138599313454549,199.25098061887547,2.7436757866608303,199.25098061887547,-5.427419202277591,199.25098061887547,19.46648728906534,199.25098061887547,0,"[17.08143193 16.64226502 16.60847105 16.73956495 16.62746805 16.62686199
 16.60452702 16.78304002 16.65280899 16.68346196 16.78460697 16.70194499
 16.53108001 16.61692001 16.685265   16.63809805 16.60408196 16.83637605
 16.54547895 16.64797799 16.84731408 16.61798591 16.573734   16.75241208
 16.51850692 16.65861311 16.75741596 16.69902098 16.197394   17.06988504
 16.69690199 16.71759994 16.58966299 16.89540909 16.42544894 16.81515202
 16.39163902 16.75334503 16.67697297 16.680439  ]",17.08143192809075,0,113.11336975905579,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x500xstatic,not_flipped,0,12,
0,-1,-1,0,0,-1,-1,0,2.1755107649369165,1.692215291899629,41.867543200403944,199.0602435907349,25.273185179010525,199.0602435907349,8.605752212368444,199.0602435907349,58.563646234013625,199.0602435907349,0,"[16.680439   16.19587408 16.65286394 16.59219898 17.03781309 16.53507201
 17.0175879  16.5865731  16.63165598 16.66791295 16.63910504 16.61998697
 16.78223407 16.621068   16.7317969  16.45324705 16.92079997 16.51762903
 16.21694095 17.27391407 16.618183   16.54936397 16.64566202 16.66662993
 16.73349109 16.60788292 16.71369409 16.73231099 16.59511798 16.71589399
 16.65154297 16.67570299 16.61939104 16.707854   16.66871493 16.66915801
 16.69093699 16.60391001 16.69218007 16.67420194]",17.2739140689373,0,115.16934670205228,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x1000xstatic,not_flipped,4,13,
0,-1,-1,0,0,-1,-1,0,1.6646482070209458,1.1654347979929298,32.128399748122135,199.50079592503607,15.38991874339972,199.50079592503607,-0.9337252259721929,199.50079592503607,48.7722177503163,199.50079592503607,0,"[16.69218007 16.67420194 16.17488207 16.98294294 16.62947203 16.69333898
 16.67826402 16.66112104 16.640343   16.71157195 16.67232707 16.66815393
 16.67274802 16.62247197 16.78107306 16.52082091 16.68842905 16.72212302
 16.44762501 16.89065096 16.58183604 16.70274301 16.35595295 16.40592399
 17.27094699 16.11669501 16.51478896 17.3469641  16.68520295 16.27833501
 16.64633199 16.94511599 16.66563202 16.48242003 16.82673593 17.08696899
 16.36995398 16.72248403 16.65817306 16.60747791]",17.346964101307094,0,117.63136050605681,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,1000x1000xdynamic,not_flipped,2,14,
0,-1,-1,0,0,-1,-1,0,2.1596531729446724,1.5708029150264338,-21.241501704143325,199.20845815096982,-37.95911968621049,199.20845815096982,-54.601216720702084,199.20845815096982,-4.61133374767933,199.20845815096982,0,"[16.60747791 17.07122498 16.69397706 16.64928801 16.62129303 16.75068995
 16.59747201 16.68344694 16.68987505 16.83990401 16.44875505 16.68736595
 16.66719501 16.621007   16.68855199 16.69687894 16.64297609 16.68156695
 16.70529903 16.59467001 16.67562698 16.65505499 16.66369801 16.72516798
 16.66524401 16.61076699 16.68907306 16.67054894 16.64602302 16.71756897
 16.98118006 16.173615   16.79381495 16.80775394 16.52916602 16.70184708
 16.64634096 16.720352   16.62638003 16.67221601]",17.07122498191893,0,119.5855970439734,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x1000xdynamic,not_flipped,1,15,
0,-1,-1,0,0,-1,-1,0,2.509229880059138,1.7084066540701315,-12.532405268633045,199.49274007510394,-20.830991274909355,199.49274007510394,-29.05575675400836,199.49274007510394,-4.2322507405181025,199.49274007510394,0,"[16.67221601 16.34237007 16.93128794 16.26975706 16.7673229  17.03213702
 16.03194501 16.78929105 16.98735496 16.257604   17.07156899 16.60670503
 16.61522803 16.82791696 16.35912596 16.8154951  16.70550695 16.60693705
 16.70656796 16.75329602 16.58536494 16.64362999 16.67556399 16.44275303
 16.882658   16.41734806 16.90494001 16.88897889 16.44591708 16.69295598
 16.64604305 16.69662597 16.65572496 16.73227805 16.81013894 16.74394903
 16.46937896 16.60688    16.62516699 16.61536109]",17.07156898919493,0,122.03667380206753,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x500xstatic,not_flipped,-1,16,
0,-1,-1,0,0,-1,-1,0,1.8259418529924005,1.0729807029711083,-122.76622387529505,-199.53411238570698,-131.04843082786692,-199.53411238570698,-139.45366985812007,-199.53411238570698,-114.45674034715785,-199.53411238570698,0,"[16.73227805 16.81013894 16.74394903 16.46937896 16.60688    16.62516699
 16.61536109 16.49236702 16.62698807 16.68035891 16.65763499 16.67851605
 16.68716501 16.64054696 16.78897499 16.66182908 16.51988598 16.71954396
 16.68577606 16.63770492 16.53807505 16.80863695 16.671816   16.63051208
 16.6636419  16.65082702 16.87518903 16.54212503 16.59279701 16.65387698
 16.73259703 16.20197797 17.192206   16.59242494 16.66059601 16.589607
 16.82014298 16.55011205 16.63620397 16.70828601]",17.192205996252596,0,124.83576105197426,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x500xdynamic,flipped,-4,17,
0,-1,-1,0,0,-1,-1,0,2.2200808849884197,1.7665762129472569,15.712091488997215,-199.2232645433396,7.784999463940734,-199.2232645433396,-0.8081820334766565,-199.2232645433396,24.33752299915137,-199.2232645433396,0,"[16.70828601 16.734801   16.30925597 16.79673395 16.90047805 16.53663698
 16.64713002 16.66932297 16.56861103 16.77241502 16.59895596 16.73028304
 16.60643995 16.66057308 16.69277693 16.67900698 16.81340311 16.37784892
 16.79149701 16.81692107 16.55412896 16.670165   16.59808494 16.679444
 16.668358   16.84192498 16.51224704 16.68000699 16.67658007 16.43356599
 16.58421697 17.29398    16.90569997 15.67567908 17.668118   15.81631997
 17.14738994 15.90063004 17.22374302 16.76577597]",17.668118001893163,0,126.94018520403188,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x500xdynamic,flipped,2,18,
0,-1,-1,0,0,-1,-1,0,2.3158080619759858,1.5497617629589513,-33.73049493577703,-199.47540331957862,-50.370703015256666,-199.47540331957862,-67.00841398608311,-199.47540331957862,-15.85013399064913,-199.47540331957862,0,"[17.22374302 16.76577597 16.601254   16.73518296 16.82185696 16.30662801
 16.79540006 16.43539593 16.86734008 16.83552703 16.75871597 16.562226
 16.57070196 16.69002604 16.65767503 16.66052791 16.55953703 16.76632196
 16.72290999 16.55515609 16.77245495 16.62132598 16.75342408 16.63986896
 16.58632001 16.37709199 17.00861298 16.67588903 16.81878802 16.48991299
 16.65480202 16.81404596 16.50743897 16.76241099 16.64161403 16.65341202
 16.657133   16.62071794 17.8399391  15.4593609 ]",17.839939100667834,0,129.45891158806626,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x1000xstatic,flipped,0,19,
0,-1,-1,0,0,-1,-1,0,1.6875003339955583,1.1044317369814962,-29.154077756917285,-199.90449424623512,-46.352852720534614,-199.90449424623512,-62.37016676715593,-199.90449424623512,-12.811289753532218,-199.90449424623512,0,"[16.65341202 16.657133   16.62071794 17.8399391  15.4593609  17.319876
 16.516531   16.26992691 16.99895505 16.64929104 16.71050792 16.66907908
 16.65483799 16.68187499 16.65085403 16.79925399 16.26052801 17.11654197
 16.04094601 17.15011301 16.62586792 16.67669509 16.661503   16.65473799
 16.76514698 16.47448994 16.7606991  16.92182291 16.39443508 16.65572193
 16.69650106 16.41306095 16.410104   16.62157802 17.06901204 17.058403
 16.04698598 17.15875696 16.38020703 17.043181  ]",17.839939100667834,0,132.0526648410596,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,1000x1000xstatic,flipped,-1,20,
0,-1,-1,0,0,-1,-1,0,2.0617075450718403,1.4957689760485664,-54.380329290960226,-199.1281563641969,-71.06379835176864,-199.1281563641969,-87.77497728597024,-199.1281563641969,-37.79749533868978,-199.1281563641969,0,"[17.043181   16.71454101 16.64446597 16.69074304 16.67740801 16.59625699
 16.77704998 16.65836503 16.62612392 16.70211309 16.77393995 16.48956304
 16.85841591 16.51165809 16.63669792 16.66414307 16.65399899 16.68853697
 16.68776898 16.70421101 16.59248304 16.88617002 16.46834298 16.90093894
 16.81365608 16.37271896 16.66061801 16.64527098 16.62057301 16.74836094
 16.59829705 16.80305705 16.47861791 16.71911299 16.6449981  16.66081499
 16.71175391 16.67663606 16.57764602 16.68833697]",17.04318099655211,0,134.02330558304675,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['down'],0,500x1000xdynamic,flipped,-3,21,
0,-1,-1,0,0,-1,-1,0,2.371923777041957,1.78835044009611,27.038469072664846,-199.95108640613034,18.73137456155451,-199.95108640613034,10.388594563352635,-199.95108640613034,35.417933052173574,-199.95108640613034,0,"[16.68833697 16.71984396 16.77563507 16.54347894 16.64915297 16.66121301
 16.66142105 16.66020695 16.68408804 16.41369506 16.96655096 16.65744802
 16.72075898 16.71386498 16.56765095 16.62785106 16.71044296 16.68052503
 16.594721   16.69409894 16.72772504 16.20512502 17.19630603 16.45165693
 16.87790896 16.55102603 16.77645801 16.58371603 16.64499997 16.39910706
 16.96715795 16.61447203 16.69246203 16.87742898 16.41388994 16.73349703
 16.68758004 16.59378991 16.74152305 16.40875102]",17.19630602747202,0,136.3853100470733,None,../,1808pilot,noiseMot_exp2_noise,2021_Aug_18_1310,2021.2.1,['up'],1,500x500xstatic,flipped,3,22,
