prot_id,trial_id,trajectory_id,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
1,1,1,0,0,0,0,12.729160321890959,4.164366602883092,-587.2370677380583,-110.65110139378086,1,"[15.729919   18.152035   15.25399    18.252508   15.62194299 16.51359801
 16.218187   16.92918201 16.48943    18.54030701 14.838958   17.91806199
 15.488431   18.048736   15.668926   16.34588199 16.399015   16.76564501
 16.72966199 16.53245301 16.89192699 21.526203   11.69115101 16.85924399
 16.350327   18.32402301 15.697264   16.82294199 16.29888201 16.93386699
 18.530416   15.99626201 16.55866699 15.41552201 17.43461    16.832243
 15.803805   17.236646   17.355488  ]",1,-288.0,-76.0,246.0,203.0,12.716760900890222,[],4.164411254881998,None,20.141445180997835,None,../,999,1,noiseMot_exp1_noise,2021_Jul_15_1438,2021.1.4,
1,2,2,0,1,1,1,10.809789324193844,3.409933726186864,-110.23126528012972,177.4426847848385,1,"[17.355488   17.165399   16.802461   17.671448   15.506834   16.42809399
 17.90028601 16.048005   16.330909   16.452482   16.413013   16.85782601
 16.374881   17.20832099 16.66607001 18.069927   14.962082   17.11972299
 16.06859101 17.278445   16.487284   17.831673   17.0776     16.071558
 15.164107   17.10738201 16.640011   17.910161   15.366666   16.515874
 16.82828    17.001527   16.545452   17.77918699 15.675667   16.90134899
 16.82187901 16.094051   16.45402001 17.05803699]",0,-23.0,-299.0,178.0,255.0,10.797265056186006,[],3.409977549192263,None,33.75416743398819,None,../,999,1,noiseMot_exp1_noise,2021_Jul_15_1438,2021.1.4,
