prot_id,trial_id,trajectory_id,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
1,1,1,0,0,0,0,4.169663042179309,4.151063155179145,-575.7872376216989,-52.90219122625166,-569.4147938849533,-20.761829564888778,-562.8651263591772,12.272386465338798,-582.3305319184176,-85.90426293393801,0,"[16.64880099 16.849056   16.612659   17.989296   15.30081799 16.598755
 16.58438501 16.915924   17.658742   15.76096    16.397275   16.64444699
 16.61762001 16.86037099 16.73739901 16.59349899 16.51627599 17.17533701
 16.13553299 16.823913   16.61367199 18.05193801 15.23661101 16.61267199
 16.77078402 16.71406598 16.64704701 16.68208401 16.51452598 16.77808102
 17.935574   15.46395599 16.66512201 16.64203301 16.60130598 16.84644
 16.38415101 16.82493399 16.660614  ]",0,nan,nan,0.0,0.0,4.160059486195678,[],4.151103366195457,None,19.898226551013067,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,2,2,0,1,1,1,3.429116101935506,3.4125173039501533,-125.19140344483084,162.32847159431822,-142.8613469150099,144.47654471152507,-160.37128321746792,126.78627291629343,-107.43552246484168,180.26722106056832,0,"[16.660614   17.11701401 16.32224099 16.57317101 16.74058798 17.99849203
 15.28871199 16.70970599 16.52090001 16.900093   17.95238198 15.49372802
 16.37190199 16.72617899 16.65569402 16.89966299 16.56426699 16.718611
 17.95900901 15.53763499 16.36377099 16.660486   16.69569901 17.689942
 15.50039198 16.72138    16.62425202 16.89489698 16.54256502 16.64723098
 16.588097   16.70086701 16.75229499 16.96409701 16.413629   16.56401501
 16.594085   16.746209   16.822637   16.65692599]",0,nan,nan,0.0,0.0,3.4160625669464935,[],3.412556621944532,None,24.921010192018002,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,3,3,0,2,2,2,4.631200292991707,4.614323674002662,75.19758240309436,29.493620526543506,55.1143203993808,46.68310933053223,34.59963953705034,64.24185436583704,93.20240887816827,14.083087961972325,0,"[16.65692599 17.54323798 15.765213   16.66282801 16.666532   17.738533
 15.63433898 16.53491901 16.624396   16.78685    16.743049   16.70360402
 16.70854    16.36329899 17.97142401 15.45582101 16.75781698 16.76901002
 17.96665599 15.29887199 16.85801501 16.42552202 16.71224998 17.651742
 15.59436502 16.518569   16.95230199 16.50048801 16.80245099 16.60734401
 16.818679   16.308911   16.73090999 16.952748   16.468908   16.710814
 16.58181302 17.61669698 15.807444   16.48818201]",0,nan,nan,0.0,0.0,4.6177460640028585,[],4.614362344000256,None,29.20279787000618,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,4,4,0,3,3,3,4.280893399001798,4.263928867992945,-114.58373743525553,247.96700689076224,-139.30068742796,248.16211232535434,-165.88035988039672,248.3719213247122,-89.37786722841423,247.76804212114345,0,"[16.48818201 16.05796299 16.44146201 16.59417601 18.25213499 15.13024501
 16.539228   16.69455899 16.83868701 18.03381098 15.30245203 16.58056499
 16.645433   16.470484   16.89740599 16.683742   16.66118801 16.53625799
 18.14496002 15.12989099 16.93450499 16.531562   16.77044699 16.50852602
 16.7106     16.49857199 16.99644199 16.96715    16.24858801 16.55885499
 16.691506   18.11332902 15.422645   16.56197899 16.61565099 16.594585
 16.76756699 16.47228701 16.809149   16.76764598]",0,nan,nan,0.0,0.0,4.267833404010162,[],4.26396882001427,None,34.68700479599647,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,5,5,0,4,4,4,4.320939616794931,4.304449490795378,-363.39975115587885,320.9253131481677,-339.16916303660133,283.84631510926164,-320.10227898507924,254.6691051763351,-385.05946916971067,354.07022229377674,0,"[16.76764598 15.70317301 16.612826   16.93504999 17.755137   15.836829
 16.52078799 16.478028   16.59929199 16.82779301 16.48059901 18.27712799
 15.03176399 16.70800202 16.629875   16.76232001 16.811051   16.621255
 16.387685   16.79416699 17.12468601 16.30299698 16.68581899 16.87103801
 17.09218899 15.92134501 16.677579   16.79445201 16.722689   17.05007098
 15.999647   16.773246   16.66880102 16.80632099 16.641444   16.71006199
 16.39692701 17.71743302 15.835695   16.80507799]",0,nan,nan,0.0,0.0,4.307925979810534,[],4.304491188784596,None,39.816232381999725,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,6,6,0,5,5,5,3.7305650369962677,3.714083622995531,-304.40109465751095,222.80075471394332,-280.4291364863221,200.60343127801815,-256.58207192011076,178.52175562209365,-328.70887589452684,245.3090403648103,0,"[16.80507799 16.429604   16.62215899 16.99075001 16.52606    16.654904
 16.66082398 16.527197   16.64307699 16.62727402 16.86130499 17.600308
 15.786962   16.471549   16.64193702 16.88361398 16.65803001 16.61841499
 16.74093501 16.35147899 16.83004602 16.80893399 16.61568301 16.665142
 16.757573   17.374627   15.71285899 16.681957   16.88623699 17.59652002
 15.63116099 16.65341199 16.63678302 18.41748098 15.046004   16.54791
 16.95408102 16.33440499 16.56830899 17.08325199]",0,nan,nan,0.0,0.0,3.717416030005552,[],3.7141252680157777,None,45.00318684699596,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,7,7,0,6,6,6,3.6311450360226445,3.6142869950272143,-278.64633165329803,-243.33809909087495,-260.7179888927687,-226.07248626544535,-241.07951149728086,-207.15995476599545,-296.80614499270246,-260.8266260723266,0,"[17.08325199 16.552577   17.49988398 15.75678002 16.72537898 16.69468099
 17.57967001 15.90472    16.50196902 16.811657   16.42767698 16.79472401
 16.69227699 16.73250503 16.74689399 16.438313   16.82031498 16.627776
 16.71212702 16.595024   17.20851698 16.09660502 16.703906   16.72231898
 16.575096   17.085431   16.140138   16.65369101 16.66574    16.935967
 16.504876   16.72002301 16.40865    18.361186   15.45105301 16.41427699
 16.71047299 16.59433101 16.81070399 16.41011701]",0,nan,nan,0.0,0.0,3.617722090013558,[],3.6143256180221215,None,49.58623562002322,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,8,8,0,7,7,7,3.379165741993347,3.362495407985989,196.1616996094259,144.43620462371757,169.82626842229283,124.30513012247036,145.11837690516424,105.41816368680907,222.69111521162165,164.71556280727702,0,"[16.41011701 16.790091   16.52701301 16.89443301 16.53626998 16.75548602
 16.47384698 16.68052602 16.89301498 16.63463301 16.60521701 16.56850398
 18.01218302 15.31479097 16.67484501 16.961229   16.51095098 17.24995102
 15.97789    16.66126298 16.569036   16.89860801 16.60533599 16.63475702
 16.5541     16.62558498 17.70032302 15.82547498 16.596745   16.952734
 16.305214   16.72854699 16.75806002 16.70059998 17.581639   15.69322799
 16.58569902 16.57058499 16.69867401 16.81803699]",0,nan,nan,0.0,0.0,3.3659491459839046,[],3.362535730993841,None,54.07022677201894,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,9,9,0,8,8,8,3.4309067080030218,3.4140386740036774,78.41188182940373,-385.49056901378367,78.37566499645993,-352.24605277398473,78.34163573210633,-321.00957129623134,78.44820752246453,-418.83501121709884,0,"[16.81803699 16.366428   17.02541101 16.94658998 16.25408002 16.61120798
 16.68212202 19.16534398 14.36021001 16.32899899 17.025896   16.58437602
 17.558166   15.53306499 16.74087901 16.56016399 16.890684   16.59321101
 16.839207   16.338594   16.637275   16.860779   16.62226999 16.71252001
 16.56800701 16.596728   17.30717599 16.09262699 16.80832301 16.56407799
 18.24941201 15.121198   16.56625801 16.72796198 16.80739602 17.55758299
 15.624333   16.62374899 16.66993101 16.58934701]",0,nan,nan,0.0,0.0,3.418151163001312,[],3.4140788560034707,None,58.303278680017684,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
1,10,10,0,9,9,9,4.580361031985376,4.563312159996713,-69.67067228089411,92.89153637496906,-88.65421135345834,56.52494739867808,-106.95434907050745,21.467544033503003,-50.34042378291457,129.92231336805128,0,"[16.58934701 16.508195   16.89514701 16.523417   16.92513601 16.319633
 17.898641   15.94949199 16.39696499 16.59771201 16.664433   17.38053199
 15.754158   16.67526001 16.91415501 16.651101   16.981722   16.18098997
 16.60082201 16.719615   16.86971399 17.51485301 15.38501601 16.98309698
 16.513554   18.32149402 15.27005198 17.49994702 15.82461598 16.798903
 16.39183599 16.91328301 16.387415   17.57178002 16.30416999 16.804819
 16.39435699 16.40725101 16.71012401 16.728647  ]",0,nan,nan,0.0,0.0,4.566973484004848,[],4.563353328994708,None,62.58680042999913,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1432,2021.1.4,
