prot_id,trial_id,trajectory_id,Var1,Var2,Var3,direction,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
1,1,6,1500,2000,1500,4.3076624825872365,0,0,0,0,,,,,5.443514792481437,4.283890354447067,-22.2600150615089,-310.8917624355753,-12.378142920693278,-287.82353061652594,-2.6275636761034664,-265.0617887948346,-32.00538952364351,-333.64135421863693,0,"[16.76974306 16.70796704 16.50458178 16.76281216 16.53355989 16.9035031
 16.50945586 16.65708702 16.73438307 16.62467094 16.67239214 16.95595193
 16.67092298 16.30617608 16.72806102 16.80868887 16.48901403 17.07103406
 16.37895894 16.48967899 16.71716408 16.64778683 16.65442809 16.75514109
 16.72559185 16.54265798 16.86760411 16.45575394 16.71306696 16.64461498
 16.71290211 16.97843499 16.571132   16.61622711 16.56294987 16.70342707
 16.53460693 16.71875408]",0,nan,nan,-35.0,-333.0,5.441199820488691,[],4.284019573358819,None,13.952147935051471,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,2,7,1500,2500,1500,3.622321616486413,0,1,1,1,,,,,5.473959889728576,4.416451431578025,-22.66422677969634,15.638389061544427,-0.6857336715828213,27.101002552688403,21.721673478573212,38.78731090137667,-44.749480421996644,4.120095923325854,0,"[16.71875408 16.82565594 16.58833586 16.62378898 17.62345619 16.05105284
 16.41802513 16.87898999 16.46804693 16.86412492 16.83434215 16.41057292
 16.67125709 16.44027    16.66997001 16.63591899 16.71813102 16.64964086
 16.96446398 16.35242207 16.88012993 16.23282908 17.05400692 16.31622412
 16.9291629  16.91943407 16.95643808 16.38894598 16.80818386 16.17660699
 16.82763197 16.55801618 16.77507581 16.50975412 16.88527898 16.4453059
 16.822326   16.56485815 16.60390594 16.68782998]",0,nan,nan,-44.0,0.0,5.472332282690331,[],4.399855700554326,None,20.177262435900047,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,3,3,2000,2500,2500,0.4035461116239168,0,2,2,2,,,,,5.539698912529275,4.416206049500033,332.8270297749535,112.56429978015184,294.5025283172018,96.20052306831893,256.4186921422685,79.93950550012867,371.8254290345829,129.2158170427308,0,"[16.68782998 16.71176008 16.71148697 16.58261986 16.68443112 16.97622403
 16.37063082 16.82969113 16.53135102 16.795784   16.57807291 16.56509493
 16.86482411 16.59336407 16.56962    16.79985388 16.55015606 16.64521801
 16.89936104 16.43237984 16.65756619 16.67825179 16.69356204 16.77103108
 16.48430992 16.943258   16.37859596 16.69903519 16.6282549  16.70060912
 16.63349802 16.71907981 16.82176813 16.55502594 16.64378191 16.6729351
 16.55766089 16.66640909 16.83260105 16.56193589]",0,nan,nan,363.0,105.0,5.538234660634771,[],4.399876851588488,None,26.460574365919456,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,4,4,1500,1500,2000,2.9428470021442354,0,3,3,3,,,,,6.209817062597722,5.017388851614669,-366.0386379650183,50.61771199006634,-341.3645150173968,45.64823320315544,-316.72027044991665,40.68477205572113,-390.27331430309596,55.498684263139076,0,"[16.83260105 16.56193589 16.41398109 16.6649539  16.67623501 16.64841315
 16.73184196 16.79159887 16.45994512 16.90600486 17.01703598 16.13785815
 16.88461588 16.41412196 16.63913019 16.80552191 16.60016691 16.64832118
 16.66136202 16.64573583 16.8098351  16.58077189 16.6227601  16.64306293
 16.65524603 16.81326097 16.94813906 16.58807998 16.44686493 16.58749999
 16.93321113 16.72778395 15.99530503 17.08860393 16.69553295 16.4755662
 16.7389838  16.77983417 16.52175304 16.66296995]",0,nan,nan,-385.0,56.0,6.2076312424615026,[],5.0175058846361935,None,32.81061433395371,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,5,1,2500,2000,1500,3.9066376634595583,0,4,4,4,,,,,4.743231124477461,3.451347736408934,-358.2739649203704,-234.9919282254676,-328.1189787438132,-206.04011789618752,-297.3137718184555,-176.46403045130165,-388.5780632481815,-264.0869011712256,0,"[16.52175304 16.66296995 16.35623793 16.61170297 16.70953305 16.59753197
 16.97452413 16.42829389 16.57505101 16.77079313 16.60836884 16.63826103
 16.74144715 16.61014487 16.69810992 16.58544503 16.75021602 16.68503904
 16.94417698 16.71932614 16.59568399 16.47613896 16.50535106 16.77839388
 16.55046898 16.70683594 16.72414807 16.60287799 16.71044505 16.64647902
 16.64789906 16.64455188 16.7217839  16.60862099 16.73916006 16.66776207
 17.00301305 16.75929199 16.75191894 16.13970497]",0,nan,nan,-378.0,-292.0,4.7410256853327155,[],3.4514489783905447,None,39.827077290043235,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,6,2,2000,1500,2500,1.197750774144545,0,5,5,5,,,,,5.175839006435126,3.986585868522525,-319.96969999736314,160.3241024734354,-331.94519494086956,129.7252745923564,-344.24010317627864,98.3103073877702,-307.7103762423134,191.6481470568782,0,"[16.13970497 16.51252597 16.69017109 16.72513899 16.56564185 16.74198313
 16.53053192 16.73326804 16.772039   16.83362108 16.37369301 16.93534595
 16.61652885 16.49408508 16.75862912 16.627779   16.61052997 16.66851388
 16.71204995 16.65900415 16.64104988 16.64659195 16.80025505 16.48424612
 16.91067684 16.24814607 17.02019107 16.68168907 16.82289597 15.96105681
 17.60270912 16.572661   17.11757295 15.87178698 16.87022205 16.90769312
 16.86291792 16.46959689 16.78218902 16.09823108]",0,nan,nan,-309.0,190.0,5.174428287427872,[],3.9866871465928853,None,45.37705186801031,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,7,10,2500,1500,1500,6.208314959271932,0,6,6,6,,,,,6.328827794408426,4.995688068447635,552.9193596371977,400.09010724388156,511.55890030007856,403.1925784303738,470.1789908000971,406.2965085844603,594.5959455029879,396.963923229674,0,"[16.09823108 16.68183692 16.65087021 16.58927184 16.98788116 17.0536018
 16.52916707 16.31483203 16.58112812 16.67426177 16.39126218 16.85827784
 16.5879291  16.8229111  16.50610496 16.70409995 15.98891499 16.63319999
 16.88627899 16.412684   16.52507298 16.715009   17.99295796 16.87988103
 16.39041095 16.66216319 15.88725694 16.59936691 17.03455998 16.86812495
 16.00100915 17.35373191 16.4118621  16.76180796 16.71475591 16.6287201
 16.63396205 16.57906594 16.72400511 16.79217885]",0,nan,nan,506.0,362.0,6.324977143434808,[],4.995826853439212,None,51.36166841397062,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,8,5,1500,2500,1500,5.392088783169726,0,7,7,7,,,,,5.954121997114271,4.6974444622173905,549.5040114615389,-411.5622308761979,523.1090790573062,-378.9019043986543,497.0134417058392,-346.6119169690286,575.9228966313731,-444.2521958136021,0,"[16.79217885 17.58779306 15.60691092 16.99399017 16.3281248  16.61430812
 16.58043195 16.71073213 16.93765679 16.4120011  16.69743098 16.65603998
 16.70500403 16.62959298 16.71489305 16.58174093 16.78018901 16.65192703
 16.58297889 16.67538611 16.64183009 16.82082401 16.56722394 16.79508202
 16.53528097 16.70136303 16.62804    16.628274   16.65963698 16.77620201
 16.58411394 16.63331292 16.64425316 16.78708894 16.58243896 16.69194805
 16.60904591 16.80003409 16.78089797 16.68612403]",0,nan,nan,498.0,-410.0,5.952707722084597,[],4.6975945751182735,None,58.50998143106699,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,9,8,1500,1500,2500,5.7196523151399274,0,8,8,8,,,,,5.442751517519355,4.551035771612078,-117.51377562268846,45.102350606251065,-146.56157291849752,63.45713583885783,-174.6540361681832,81.20826251989098,-90.01185774596776,27.724379017857107,0,"[16.78089797 16.68612403 16.73907717 16.71667094 15.92667191 17.43234205
 16.39037789 16.83731703 16.83856803 16.20557695 16.85313904 16.71549096
 17.01299706 16.24670811 16.80361992 16.47104998 16.16564812 17.10945484
 16.650039   16.61662897 16.89274609 16.539698   16.86852891 16.42150618
 16.568135   16.7657698  17.16864412 16.11700095 16.73966506 16.61293395
 16.97563799 16.33813512 16.78575086 16.57434111 16.62746491 16.76794607
 16.62021084 17.00948202 16.38454106 16.63628407]",0,nan,nan,-89.0,-5.0,5.44107650546357,[],4.551153498468921,None,65.27681310800835,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
1,10,9,2000,2500,2500,1.3495105631603357,0,9,9,9,,,,,14.587523774476722,4.829639648552984,-506.0885129747609,76.41757080391552,-511.6166578153537,51.84474756363939,-517.0883213229108,27.522986090571184,-500.6177841091435,100.73517775646344,0,"[16.63628407 16.67773095 16.6768271  16.68180595 16.53769915 16.78755879
 16.52945601 16.66975417 16.73618099 16.62784582 16.68975619 16.78755693
 16.47606702 16.71034098 16.69191709 16.71024784 16.61811513 16.67184499
 16.67128387 16.66838606 16.69855393 16.67868299 16.66581002 16.61483198
 16.73061913 16.59294986 16.81373408 16.62173704 16.58378891 16.84783399
 16.44875016 16.72237087 16.79585804 16.53716108 16.57183585 16.75203117
 16.62254985 16.77892497 16.62674313 16.60580793]",0,nan,nan,-527.0,167.0,14.585885484470055,[],4.829742917558178,None,71.52671670494601,None,../,2007,1,noiseMot_exp1_noise,2021_Jul_20_1316,2021.1.2,
