prot_id,trial_id,trajectory_id,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
1,1,1,0,0,0,0,6.225961406598799,4.159205044605187,-586.2081597704092,-105.46165201413255,1,"[16.774686   16.013874   16.691151   16.80347999 18.35031201 15.266987
 16.24348    16.84518599 16.55870001 17.00649199 18.65372401 16.49744
 14.594211   16.450108   16.793309   16.73586601 18.325235   23.069731
  8.07414799 17.17570701 17.185811   16.303247   16.469109   17.14398401
 16.39962599 16.883651   16.959981   16.150044   16.505625   16.57111901
 16.84960199 18.18493    14.92845401 16.97001699 16.404027   17.10521099
 16.637924   18.052264   14.83876901]",1,nan,nan,-342.0,-149.0,6.21244125359226,[],4.159250329597853,None,26.066776795996702,None,../,999,1,noiseMot_exp1_noise,2021_Jul_15_1441,2021.1.4,
1,2,2,0,1,1,1,4.984800659585744,3.401432264596224,-119.70602348598429,167.8703456877431,1,"[18.052264   14.83876901 18.46514501 15.08783099 16.25203301 16.643745
 16.818847   18.42687701 16.04934099 15.819714   17.432049   15.48695599
 16.74125901 16.931356   16.45457999 17.934517   15.381593   16.46413701
 16.852884   16.539063   19.043742   15.37073401 15.542437   16.714299
 16.841897   16.656707   16.59698201 18.06083899 15.13855399 16.765206
 16.830129   16.42980801 16.92203199 16.897537   16.092841   17.056419
 16.37469299 16.905953   16.934734   17.20388701]",0,nan,nan,238.0,-38.0,4.971710868587252,[],3.401477933584829,None,33.164914023000165,None,../,999,1,noiseMot_exp1_noise,2021_Jul_15_1441,2021.1.4,
