prot_id,trial_id,trajectory_id,Var1,Var2,Var3,direction,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,cue.started,cue.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
1,1,6,1500,2000,1500,4.3076624825872365,0,0,0,0,,,,,5.725217275088653,4.299414109205827,-31.38725411833122,-332.1983795856815,-41.236460187973066,-355.19035576291355,0,"[16.74030488 16.67010202 16.73307107 16.56444487 16.6594761  16.73777401
 16.70703106 16.59017289 17.02471008 16.51965687 16.45410596 16.86988212
 16.4265139  16.17505401 17.18498603 16.65479899 16.62617316 16.68772195
 16.60593902 16.7101149  16.79110294 16.56656316 16.69910294 16.64339099
 17.42304    16.43495494 16.14187914 16.67816192 16.70499495 16.55962411
 16.87617181 16.51807199 16.66703005 16.64903597 16.6965262  16.69449382
 16.58714004 16.69310709 16.608153  ]",0,nan,nan,-35.0,-345.0,5.722599989036098,[],4.282900653081015,None,12.063986943103373,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,2,7,1500,2500,1500,3.622321616486413,0,1,1,1,,,,,5.470693761948496,4.413709718035534,-19.002025376256157,17.548365282746925,-41.176329687441736,5.983628860471592,0,"[16.608153   16.77439595 16.63025399 16.87243115 16.42324985 16.87186211
 16.51249593 16.64626715 16.80622087 16.55251393 16.643557   16.67487901
 16.63155505 16.72688895 16.66934602 16.603722   16.65896201 16.66104002
 16.64253511 16.74898388 16.68605697 16.56826609 16.70415606 16.65927586
 16.65824512 16.66321885 16.7352932  16.62067487 16.65721904 16.6189631
 16.73165592 16.64728601 16.65847888 16.6611881  16.74702507 16.59501391
 16.68764092 16.63679117 16.67491882 16.63282909]",0,nan,nan,-70.0,-17.0,5.469154731137678,[],4.413803403964266,None,18.595267039025202,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,3,3,2000,2500,2500,0.4035461116239168,0,2,2,2,,,,,5.838155773235485,4.41374024329707,327.2373519801635,110.17762191492594,365.51524840129775,126.52149923123258,0,"[16.63282909 16.53817692 16.69753389 16.66362118 16.69607498 16.59196895
 16.72871993 16.72376413 16.57575695 16.62854687 16.76206011 16.987924
 16.63244399 16.56432892 16.41811104 16.85115602 16.53156104 16.63558208
 16.6802858  16.42203098 16.92730514 16.63857    16.64286503 16.67532302
 16.67499286 16.67546015 16.64693397 16.64318587 16.8793241  16.8207949
 16.37444715 16.65495988 16.72133105 16.56821906 16.65817387 16.68059011
 16.75394084 16.5838371  16.66395809 16.70002402]",0,nan,nan,350.0,109.0,5.836414860095829,[],4.413833492202684,None,24.879836895037442,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,4,4,1500,1500,2000,2.9428470021442354,0,3,3,3,,,,,6.320517314830795,5.028569840826094,-382.41472000696467,53.91592820196253,-406.81019125631417,58.82928528977842,0,"[16.70002402 16.47639181 16.68922417 16.65058383 16.7528952  16.61723992
 16.65294287 16.61960618 16.6525289  16.67952002 16.84902213 16.80168789
 16.49050508 16.81349985 16.35927404 16.75123605 17.55711506 15.46194381
 17.05893804 16.64058305 16.55674004 16.655199   16.7180039  16.67715819
 16.61469392 16.74147206 16.57482889 16.75299392 16.61579916 16.78683492
 17.08514406 16.47130004 16.32397599 16.74329187 16.55209716 16.67824783
 16.89392002 16.53543301 16.60130499 16.61826903]",0,nan,nan,-367.0,27.0,6.318582481937483,[],5.028662355849519,None,31.529613713966683,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,5,1,2500,2000,1500,3.9066376634595583,0,4,4,4,,,,,4.9088685943279415,3.4500587072689086,-355.08034633360353,-231.92573416234384,-385.2365211951181,-260.87868574837074,0,"[16.60130499 16.61826903 16.64008992 16.68670308 16.83959202 16.58996101
 16.56645094 16.64131903 16.74624486 16.59881417 16.70946693 16.85598306
 16.91425988 16.19203202 16.74712007 16.58153092 16.67171507 16.64989605
 16.60064701 16.82246686 16.65162016 16.66567498 16.5856739  16.71081595
 16.70086314 16.60629106 16.73750789 16.58121007 16.70344686 16.61197608
 16.72430802 16.66052407 16.75982797 16.61752583 16.608682   16.65906818
 16.65951498 16.70671604 16.68749494 16.61853795]",0,nan,nan,-360.0,-260.0,4.906584875192493,[],3.450143252266571,None,38.6600403431803,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,6,2,2000,1500,2500,1.197750774144545,0,5,5,5,,,,,5.264128832146525,3.99813330010511,-311.6422914405628,181.60163148806066,-299.50627752582585,212.6106046195448,0,"[16.61853795 16.56074799 16.87212987 16.44399017 16.66869782 16.73887298
 16.62184019 16.63827081 16.60925522 16.74533798 16.75807498 16.96385187
 16.2580451  16.64338494 16.75012801 16.59889403 16.59739809 16.86075283
 16.58093603 16.702628   16.85710391 16.38948522 16.86848793 16.48095902
 16.62623696 16.86637988 16.56253217 16.57822891 16.72647195 16.63896302
 16.72462514 16.59937482 16.72974718 16.60684985 16.69249102 16.75589709
 16.89513191 16.72911411 16.65968099 16.32846985]",0,nan,nan,-272.0,205.0,5.2603070952463895,[],3.9982385381590575,None,44.377471355954185,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,7,10,2500,1500,1500,6.208314959271932,0,6,6,6,,,,,6.382742099929601,4.993799516931176,548.4546786229431,400.4250054637177,589.8256556404186,397.32174534013967,0,"[16.32846985 16.6139761  16.57602098 16.72378788 16.69359906 16.665651
 16.86916105 16.46089507 16.54083491 16.76177699 16.91484707 16.42751507
 16.99361578 16.32398413 16.74426603 16.655121   16.65647095 16.78598905
 16.48696093 16.69350802 16.70070295 16.63959702 16.69730409 16.59746701
 17.29465183 16.62855502 16.19954803 16.71872404 16.52335096 16.96114405
 16.34720294 16.65768796 16.70302404 16.68842696 16.637258   16.68575918
 16.87967102 16.44557388 16.60809806 16.80820785]",0,nan,nan,508.0,364.0,6.381008123978972,[],4.993899404071271,None,50.463470481103286,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,8,5,1500,2500,1500,5.392088783169726,0,7,7,7,,,,,6.018676465842873,4.695266661001369,546.2580714635826,-407.54579853849776,572.2745997100836,-439.73789864808924,0,"[16.80820785 16.63810085 16.58197306 16.96452801 16.45027497 16.94754511
 16.16820297 17.11145905 16.414657   16.66120603 16.64961083 16.71059895
 16.77515102 16.45904011 16.8037829  16.67467714 16.18358283 17.13421405
 16.62699808 16.621585   16.75651688 16.65690914 16.565128   16.78694203
 16.83924487 16.39508014 16.62124181 16.69226214 16.69165608 16.68265089
 16.66119299 16.63600095 16.84547309 16.59230003 16.61347388 16.63075504
 16.6662191  16.7024578  16.57268615 16.79247804]",0,nan,nan,503.0,-377.0,6.016833239933476,[],4.695373474853113,None,57.66227263817564,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,9,8,1500,1500,2500,5.7196523151399274,0,8,8,8,,,,,5.553647981956601,4.563911227043718,-96.61151593550406,31.894585365827943,-68.4567571659164,14.104095256404324,0,"[16.79247804 16.39040397 16.629413   16.67079516 16.72076387 16.65819413
 16.57596882 16.70722105 16.65528608 16.78775204 16.55930188 16.68668911
 16.69408288 16.62401319 16.7134949  16.52119891 16.79262216 16.7275439
 16.62824908 16.58449299 16.66415995 16.63930691 16.71422413 16.74226602
 16.61118888 16.56906214 16.7373789  16.68799808 16.89939294 16.45708107
 16.59788587 16.72805496 16.673506   16.77489001 16.51692903 16.683358
 16.647137   16.66443702 16.65570703 16.69210405]",0,nan,nan,-49.0,-6.0,5.552510909968987,[],4.564010002883151,None,64.49455419112928,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
1,10,9,2000,2500,2500,1.3495105631603357,0,9,9,9,,,,,6.159470901126042,4.826273697195575,-507.35303883002587,70.79670318553843,-501.87460516657893,95.1485582702586,0,"[16.69210405 16.69987687 16.87083114 16.46915404 16.72210381 16.53602114
 16.81706193 16.402737   16.7499641  16.79434581 16.5274872  16.67725388
 16.73180098 16.63532597 16.67738007 16.62215102 16.53969311 16.80473797
 16.69582888 16.37239102 16.96669008 16.61638287 16.97802101 16.41651895
 16.85639401 16.3553732  16.72957791 16.63193409 16.68737596 16.69981703
 16.7086958  16.68361807 16.63908409 16.61161892 16.66837209 16.68111491
 16.698536   16.71303599 16.65238594 17.04849722]",0,nan,nan,-454.0,214.0,6.152694080024958,[],4.826401013182476,None,70.86413529701531,None,../,999,1,noiseMot_exp1_noise,2021_Jul_19_1716,2021.1.2,
