prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_5.started,text_5.stopped,cued_cage,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
9,5,401,vertical,12,2,no_noise,0,0,0,0,15.697331834002398,None,left,5.100884783198126,3.4007480751897674,-161.12737397207627,-331.00615983677625,-166.12091342018297,-326.7786916655616,-171.29061756888711,-322.4020846575746,-156.294327514955,-335.0977566449738,0,"[16.58637502 16.74225001 16.53220798 16.24912501 17.05229201 16.882667
 16.58133298 17.127375   15.96449999 17.26704201 16.64762499 15.53908302
 17.42429199 15.99112499 17.42637501 16.518541   16.76624999 16.00237502
 17.208167   16.65708298 16.77016701 16.29820801 16.65512499 17.41733399
 16.32283302 16.66120801 16.26166698 16.947792   16.667916   19.516917
 19.69854199 10.88008302 16.73141698 16.135666   17.239334   16.931458
 16.35245801 15.84124999 17.501542  ]",0,nan,nan,-234.0,-368.0,5.088655033207033,[],3.4008094501914456,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,402,horizontal,721,1,noise,0,1,1,1,,,lower,5.678803872986464,3.6786734569759574,-313.7930588956366,-66.92270718233341,-315.5783703482747,-73.44724112606775,-317.3209254303073,-79.81551920144112,-312.0397970900155,-60.51530070649177,0,"[17.501542   16.70795801 15.92533299 16.902042   17.1115     16.623
 17.03062499 16.19575001 16.66345799 16.63229201 16.886167   16.672208
 16.21937499 16.57566702 17.22099999 16.65745801 16.17699998 17.18829203
 16.54429099 16.784459   16.98704099 16.45070899 15.795958   17.35525002
 16.81991699 15.84545799 16.638542   16.94450001 16.41416599 16.87125
 17.154375   16.030542   16.799167   17.190541   16.65116701 16.65249999
 16.508      16.91170799 16.60254202 16.61054199]",0,nan,nan,-316.0,-63.0,5.671681206964422,[],3.678741456969874,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,403,horizontal,953,1,noise,0,2,2,2,,,lower,4.438220456970157,2.7380473729863297,-243.11460426826463,-263.0933803600204,-241.88843798156898,-256.8299055197894,-240.6126412064736,-250.31290934336357,-244.45681302096025,-269.94962069549905,0,"[16.61054199 16.87987501 15.66558401 17.41224999 16.4015     16.950416
 16.71045899 15.949208   17.52791702 16.45825    16.05574999 16.66637498
 17.36995802 16.63604198 16.66750002 15.90983299 17.33970799 16.58633401
 16.87312499 15.86666601 16.92270901 17.08508297 16.54441701 17.01291601
 15.79529198 16.65962502 17.486667   16.59404099 16.596209   16.31137499
 16.99533302 16.80491699 16.565208   16.255208   17.15512501 16.65658399
 16.60179099 15.95545901 17.467083   15.862083  ]",0,nan,nan,-246.0,-278.0,4.432403456972679,[],2.7381080399791244,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,404,horizontal,663,2,noise,0,3,3,3,,,lower,4.4249554999987595,2.7753849999862723,56.65470540790149,-211.08166317640007,63.37792240736525,-210.36175762389223,69.82624442084406,-209.67128715086835,49.931604555620794,-211.801556292153,0,"[15.862083   13.57004201 17.279708   16.69308299 16.787125   15.75700002
 17.27362498 16.90470902 16.553291   16.38774999 17.10370902 16.485125
 16.698583   16.055833   17.13691698 16.814167   16.072208   17.60595801
 16.068292   16.854958   16.81279199 16.52858302 16.10929199 16.84004199
 17.04870802 16.90279201 15.86349998 16.76670799 17.03875003 17.03129199
 16.492875   15.98191599 17.35337501 16.114667   17.06795799 16.719459
 16.214      16.90175    16.90324998 16.78050001]",0,nan,nan,-4.0,-167.0,4.419346707989462,[],2.775444333004998,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,405,horizontal,998,1,no_noise,0,4,4,4,,,upper,4.725539457984269,2.807922582986066,357.99935267657105,316.2988793381297,363.3052116412252,312.2714043992633,368.39148287180507,308.41061012450007,352.4783527745645,320.4896595475062,0,"[16.78050001 16.86374997 16.98258403 16.84137498 16.54312501 16.785791
 15.87558401 17.31195798 16.70829201 16.55570799 16.16258302 17.24399999
 16.49258399 19.51833302 19.474042   11.163291   17.05212498 16.31000001
 16.83791701 15.80366699 17.527958   16.518583   16.359125   16.92325002
 16.69783398 16.81016601 15.94008401 16.52716598 17.430459   16.70537502
 16.77566598 16.46041701 16.70216699 16.69024999 16.56408302 16.791167
 15.96295799 16.65179202 17.33174999 16.66670799]",0,nan,nan,411.0,293.0,4.714091250003548,[],2.8079841249855235,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,406,vertical,13,1,noise,0,5,5,5,,,right,4.477827331982553,2.4614202069933526,104.40599008792057,-155.479762153391,105.83637962577036,-161.96601516242765,107.23303427369837,-168.29929373654664,102.93336648921455,-148.80199431775372,1,"[16.66670799 16.85095803 16.81983299 16.66579201 15.805542   16.72191598
 17.357959   16.728666   16.08254202 16.81633299 17.19087499 16.66737499
 16.64450002 15.919834   17.31858301 16.67474999 16.63966701 16.00012498
 16.659791   16.688292   17.28233302 16.80795898 15.95991603 16.523417
 17.69924999 16.428167   16.71983299 15.91279201 17.256625   16.74925
 15.97562499 17.18504101 19.512125   20.296667   10.69912501 16.41091699
 16.21237499 16.60479102 17.09608399 16.618958  ]",1,nan,nan,74.0,-81.0,4.471633748995373,[],2.461486332002096,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,407,vertical,497,1,noise,0,6,6,6,,,left,4.237789872975554,2.687347372993827,-115.69290051769732,-383.3401290616022,-117.3617395895854,-376.98289040346464,-119.0283824625131,-370.6340178970832,-113.99038481467862,-389.82565473369215,3,"[16.618958   17.08491702 16.99345798 16.64233301 16.70225    16.01387502
 16.61070899 17.49937501 16.53887497 16.538208   17.07575002 16.54149999
 16.43333299 15.97404201 17.46479201 15.92537499 17.30154103 16.70366697
 16.699542   15.865833   17.24366701 16.92950001 16.67008299 16.45537501
 16.13912499 16.67841701 17.363333   16.646125   15.91104199 16.908458
 16.474292   20.04029101 20.040709   10.937666   16.328917   17.13825
 16.408375   16.43687498 16.767083   16.00225002]",2,nan,nan,-119.0,-347.0,4.231620456994278,[],2.68742370698601,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,408,horizontal,970,1,no_noise,0,7,7,7,,,lower,5.1679139559855685,3.9012948730087373,-62.4154520440469,-88.12037638322307,-56.77743850027198,-91.64809972359126,-51.15758028927699,-95.16446321341941,-67.82984892614667,-84.73257071253799,3,"[16.00225002 17.52187501 16.52616699 16.63700002 15.92437498 16.79104101
 17.18550001 16.73720899 16.68962499 16.93437502 15.86462499 17.206583
 16.70737501 16.13979202 16.84425    16.99916599 16.70570899 16.74941601
 15.96299998 17.17225002 16.56699998 16.88062501 16.057709   17.27020799
 16.63645799 16.97333402 15.97187499 17.001      15.98554099 16.66145903
 17.36658299 16.542625   16.53145798 16.20041701 17.374708   16.830042
 16.57625    16.61925    15.97504198 17.56220803]",0,nan,nan,-77.0,-77.0,5.158041497983504,[],3.901353997993283,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,409,vertical,293,1,noise,0,8,8,8,,,right,5.912382705981145,3.9787355809821747,520.1498070867107,382.1765781081111,521.2748129526755,375.58365723122625,522.3955379474398,369.01582373029436,519.0852212924877,388.4154166069205,3,"[17.56220803 15.95437501 17.147084   16.770916   16.82787499 16.13204199
 16.971417   16.77412499 16.51420802 16.77620798 16.17395901 16.90358299
 19.65950002 18.075917   12.6815     16.66699999 16.70400001 16.55025
 17.07170799 15.98204201 16.908708   17.00266701 16.74674999 15.53754101
 17.421375   16.760459   16.48612501 16.28349998 16.63145801 16.736625
 17.18908301 16.535834   16.63674999 16.03066601 16.963459   17.038541
 16.65587499 16.71900001 15.82325    17.27512499]",0,nan,nan,500.0,291.0,5.905842247972032,[],3.978796830982901,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
9,5,410,vertical,100,2,no_noise,0,9,9,9,,,right,4.670708539983025,3.2362482069875114,54.88825802202492,-82.96116570356088,55.141075618080095,-76.20796317041467,55.39016899931914,-69.55424096349071,54.63816950632148,-89.6414697018263,3,"[17.27512499 17.005167   16.43725001 16.47466701 17.07187499 16.36800001
 16.49112499 16.898125   16.618208   16.691125   16.58712499 16.74562501
 16.57362501 16.89258299 16.568625   16.55004203 16.69266698 16.78041602
 16.65495901 16.57079099 16.86375    16.485375   16.791834   16.65008298
 16.66791702 16.733083   16.84329199 16.34158299 16.60491701 16.71212501
 16.74825    16.61358299 16.85337501 16.431083   16.60399997 16.71625001
 16.64125    16.898542   16.71225001 16.74291698]",0,nan,nan,58.0,-58.0,4.658627122989856,[],3.236310123000294,None,../,jc,905,noiseMot_exp2_noise,2021_Aug_08_2102,2021.2.2,
