prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_5.started,text_5.stopped,cued_cage,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
9,2,101,horizontal,990,1,no_noise,0,0,0,0,15.802530290995492,None,upper,3.6397850363864563,2.3389345364121255,120.50864926478525,118.35488922893482,127.03847835863664,117.36466919116675,133.62584918025786,116.36572320191871,113.88515820006445,119.35931269515387,0,"[16.58670898 15.96045803 17.28899998 15.98533301 17.650917   16.729583
 15.64229198 17.13550001 16.199042   16.783375   17.348875   16.17591601
 17.154167   16.56841699 16.02037498 16.75241601 16.859875   17.429917
 16.30041702 16.609666   16.45708398 16.94341601 16.88849999 16.47187502
 16.61395899 16.28037501 16.42529099 17.47600001 16.37333399 16.54475002
 16.621958   17.058458   18.09141701 19.703792   12.27704098 16.65816701
 16.51099999 16.73858301 15.99625   ]",0,nan,nan,89.0,68.0,3.628198370395694,[],2.3389955364109483,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,102,vertical,91,2,noise,0,1,1,1,,,right,5.592233957955614,3.4748752499581315,506.6030730450124,112.65863155585232,500.7334785331703,115.92505592122923,494.97149300498967,119.13159597850675,512.545732855089,109.35154641400528,1,"[15.99625    16.36004102 16.95804199 16.80108299 16.02579199 17.338417
 16.71675002 16.40683299 16.24645799 17.276542   15.937708   17.37104202
 16.090958   17.330209   15.816125   16.92891598 17.04062501 16.845209
 16.53695799 16.65933299 16.05262503 17.09899999 16.49887499 17.178209
 15.75716599 17.71779201 16.83800001 15.74579198 19.232291   21.159834
 10.42316601 16.64016698 16.50820801 16.05725    16.64516699 17.32812502
 16.47895799 16.79729202 17.00495798 15.96145902]",1,nan,nan,533.0,80.0,5.585556665959302,[],3.4749359579582233,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,103,vertical,303,2,noise,0,2,2,2,,,left,5.252533040998969,3.619689124985598,-282.69310215363663,315.53667985990654,-278.37774097076107,310.3725640463827,-274.10215761009977,305.2560496437302,-286.98572094834304,320.67358026285297,2,"[15.96145902 16.59362498 16.71033402 16.30145797 16.779792   17.02
 16.70795801 15.75654201 16.41816599 16.94920901 17.381916   16.66004199
 16.629458   16.52887501 16.70124999 16.772542   16.00954201 16.909125
 17.15912498 16.57412501 16.931625   15.98262499 16.69354102 16.41108398
 17.841291   19.057375   20.139      11.00575001 15.411584   17.107291
 16.18054198 17.40633301 16.63175001 16.99529201 16.11945799 16.41375001
 16.669084   16.82475    16.73637499 16.89237499]",1,nan,nan,-182.0,233.0,5.246887415996753,[],3.6197502079885453,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,104,vertical,499,2,noise,0,3,3,3,,,right,6.170622581994394,3.637619665969396,547.7379206872941,72.02026090031369,545.4239431186735,65.55192039070889,543.25853743241,59.498887936925975,549.8753916422918,77.99520644594232,2,"[16.89237499 16.88154202 17.09174999 16.07004198 16.54404102 16.6795
 16.89375    17.219167   16.06995799 16.826709   16.89804101 16.742084
 16.07070799 17.13329201 17.0005     15.933416   16.54912499 17.07933401
 16.36837499 17.19175    15.99937503 16.94849998 16.64045799 17.195875
 15.83395802 17.354084   16.51745799 16.203167   17.36583299 16.65979202
 16.04279099 16.73237499 17.22895901 16.59374998 16.14104101 17.40412501
 16.0645     17.174209   15.861583   17.18941698]",0,nan,nan,587.0,107.0,6.1638589989743195,[],3.6376904159842525,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,105,horizontal,907,2,noise,0,4,4,4,,,upper,5.173294665990397,3.2569150000053924,404.25026568287643,293.9281894805819,410.41267638215066,296.953038593415,416.10905328979135,299.74913276439725,398.3122612724138,291.0134912805574,2,"[17.18941698 16.87358302 16.60679199 16.64412499 16.00462501 17.03379099
 16.95045902 16.98633298 15.71429201 16.96329101 17.41524998 16.424
 15.934917   17.222208   16.293917   16.587333   17.07529201 16.68425
 16.40170801 16.96558399 16.77000002 16.04279099 17.13429199 16.202375
 17.25520802 17.066167   15.81349998 16.66362502 16.91045798 16.87700002
 16.70325    15.91770898 16.91129099 17.111875   16.66870902 17.042833
 15.86449999 17.16250001 16.53629198 16.78150002]",0,nan,nan,390.0,264.0,5.166589750006096,[],3.2569777079916093,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,106,horizontal,616,2,no_noise,0,5,5,5,,,upper,4.623520124005154,2.622507833002601,556.803739813604,253.31102439516545,554.7948399718491,247.19433570332848,552.7032050012951,240.82573548448357,558.8679992710272,259.59627178171905,2,"[16.78150002 17.22524999 15.98583299 17.02204201 17.11441699 16.47100001
 16.40145801 16.60929198 16.83716601 16.786792   16.75387501 16.60037501
 16.63045798 16.75575002 16.60499998 16.94195901 15.72224998 16.99129102
 17.30041701 16.37187498 16.672125   16.37545801 17.035959   16.62833299
 16.636958   15.93675002 17.15566698 16.89150001 16.70087501 16.61254198
 16.319666   17.45033401 16.28266601 16.73899998 16.286834   16.94208302
 16.75774998 16.09650001 16.53687499 16.63966701]",0,nan,nan,546.0,181.0,4.612232874002075,[],2.6225724579999223,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,107,vertical,354,1,no_noise,0,6,6,6,,,right,5.014343195187394,3.0795947781880386,192.22023766094765,-271.8949648760987,186.95983090869328,-268.4529949546473,181.21602499559097,-264.6947290792793,198.0501769860055,-275.7095892475195,2,"[16.63966701 16.68204099 16.12154199 17.14358301 16.80608399 16.58579099
 16.18079201 16.91104201 16.529291   16.37320899 17.48787501 16.500333
 16.29679199 16.38033299 17.60804202 16.39558299 16.61945801 16.011334
 17.35225    17.15033301 16.210167   16.373625   16.71283299 16.86062501
 16.752917   15.79745801 17.482458   15.976125   17.40179199 19.34904201
 17.51404098 12.44275001 17.746542   16.41225    15.83479199 17.05175001
 17.15908299 15.71845802 17.41541701 16.11295799]",0,nan,nan,190.0,-246.0,5.002633195166709,[],3.079657403170131,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,108,vertical,247,2,noise,0,7,7,7,,,left,4.162526403204538,2.262934862228576,-438.0796244019558,235.2482994584388,-442.45158170009864,240.20526218788729,-446.9231007035053,245.27510883376445,-433.6474406431595,230.22305145069788,2,"[16.11295799 17.33862498 16.30066702 17.01349998 16.824833   15.84933401
 17.196      16.84633299 15.95625002 17.30858299 16.718542   16.293583
 16.53329199 17.10595802 16.611      16.837542   15.987208   16.451042
 17.372542   16.68091599 16.275375   17.11804201 16.09475    17.52308299
 15.694792   17.34029199 16.00891602 17.234542   16.69620798 16.69675001
 16.40341699 16.65212502 16.97083298 16.65775001 16.653      16.47941701
 16.89999999 16.52066701 16.75350001 16.760625  ]",0,nan,nan,-338.0,177.0,4.156283070216887,[],2.2629992782021873,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,109,horizontal,768,2,no_noise,0,8,8,8,,,lower,4.808243999956176,2.6415039159473963,-225.14307064384374,-310.0381814629367,-224.9310187622311,-303.3608808986872,-224.72096234322288,-296.74641544570034,-225.3550532158352,-316.71329953689605,3,"[16.760625   16.336      16.64024999 16.822709   16.57162499 16.950916
 15.79725    19.630125   20.19904202 10.666958   16.46504199 16.66275001
 16.760167   16.625041   16.550792   16.68162498 16.81637502 16.58233299
 16.74429199 16.97362502 16.47583299 16.485334   16.94062501 16.46383299
 16.550083   16.71679202 16.58670799 16.76704199 16.60641699 16.55854101
 16.771625   16.77787499 16.630792   16.656625   16.64750002 16.68599999
 16.545333   16.699      16.696709   16.59041599]",1,nan,nan,-270.0,-385.0,4.79753391596023,[],2.641565332945902,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,110,horizontal,737,1,noise,0,9,9,9,,,upper,5.315497404168127,3.315259070164757,-546.6197068530948,343.5304924792895,-547.1693148556261,336.89058330929527,-547.7066687726287,330.3987178622762,-541.901256135743,347.98915323835627,4,"[16.59041599 16.32279198 16.726667   16.59712501 16.798208   16.51658298
 16.48433402 17.02066598 16.886959   16.297166   16.71775    16.64775002
 16.71425    16.67058398 16.569      16.76850001 16.61287501 16.60870799
 16.77054202 19.27991598 20.291792   10.69283302 16.50237499 16.67833401
 16.357416   16.91520901 16.503416   16.829167   16.52675    16.663833
 17.03679201 16.34220799 16.783042   16.88675    16.42899998 16.98725001
 16.28549999 16.656208   16.58433402 16.70004099]",1,nan,nan,-525.0,365.0,5.308104570169235,[],3.3153207791619934,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
9,2,111,vertical,119,2,noise,0,10,10,10,,,right,4.534946375002619,2.968579125008546,378.83631290040347,316.5738007823774,382.7890451749298,311.19528616299885,386.73364453939223,305.8278380598017,374.8847356401851,321.95074376449105,5,"[16.70004099 16.55237502 19.486042   20.287416   10.60916699 16.36975
 16.57045801 16.61120899 17.13520801 16.21129201 16.79687499 16.54295801
 16.66204198 16.86941602 16.420917   16.88112499 16.828958   16.641625
 16.379459   16.686708   16.60833298 16.45458402 16.96508299 16.66150001
 16.625875   16.71145798 16.63300002 16.53262498 16.917209   16.42258302
 16.93729198 16.515291   16.570042   16.770708   16.57404201 16.76175001
 16.65599999 16.68962499 16.68129201 16.46308301]",1,nan,nan,378.0,240.0,4.52897824998945,[],2.968638332997216,None,../,jc,902,noiseMot_exp1_noise,2021_Aug_08_2031,2021.2.2,
