prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_5.started,text_5.stopped,cued_cage,P.objects[0].started,P.objects[0].tLastFrame,P.objects[0].penultimatex0,P.objects[0].penultimatey0,P.objects[0].antepenultimatex0,P.objects[0].antepenultimatey0,P.objects[0].preantepenultimatex0,P.objects[0].preantepenultimatey0,P.objects[0].finalx0,P.objects[0].finaly0,win.nDroppedFrames,finalStimFrameTimes,timingHiccupsInLastFramesOfStimuli,mouse.x.firstBadClick,mouse.y.firstBadClick,mouse.x,mouse.y,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,motbox_path,participant,protocol,expName,date,psychopyVersion,
9,3,201,horizontal,699,2,noise,0,0,0,0,15.790844124974683,None,lower,5.752717334398767,3.4359876674134284,-526.6099507559794,-129.27899469077204,-523.810429043295,-135.3202668051354,-520.9666408834361,-141.45706439862107,-529.4330455644896,-123.18685264179935,1,"[16.626458   16.89329199 16.037208   16.73216702 17.38304098 15.98725002
 16.50691699 16.623542   17.27645801 16.194333   17.15620898 17.69937502
 21.69962498 10.91687501 16.42470801 15.99529199 16.91358301 17.49858298
 16.29383402 16.56274998 16.404041   16.31520901 16.897375   17.099708
 15.939      16.977958   16.44508398 17.33837501 16.65875001 16.289333
 17.004833   16.560875   16.866625   15.877542   17.035375   16.90387499
 16.65216702 16.786875   16.14120801]",1,nan,nan,-626.0,-196.0,5.746754875406623,[],3.436052792414557,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,202,horizontal,667,2,noise,0,1,1,1,,,upper,4.218951626011403,2.5517594589910004,8.280284009341536,177.74328905172646,7.057144317032023,184.20835202953378,5.834463114733348,190.67099159911277,9.541246998073335,171.07830615067908,1,"[16.14120801 17.84583298 12.68233301 17.352542   16.172042   17.17916603
 17.07212499 16.18841701 16.80141699 16.251208   17.02366699 16.17420799
 17.24975    16.13183302 16.97445899 16.21574999 17.19095799 16.69620801
 16.56679201 16.60224999 16.805583   16.86512501 16.080417   17.18591698
 15.949166   16.58737499 17.380167   16.10487502 16.93808299 17.05370902
 16.61629099 16.19150001 16.397167   17.31933298 16.589167   16.82091702
 16.43866597 16.45358402 16.9625     16.81129099]",0,nan,nan,14.0,105.0,4.2116740430064965,[],2.551829584001098,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,203,horizontal,885,1,noise,0,2,2,2,,,upper,5.098866251035361,3.282986376027111,-478.01988230391134,149.55030614823102,-480.3710569298049,155.85555231534644,-482.7748790615126,162.30198556426652,-484.35359868824827,148.59458975146606,1,"[16.36708298 16.581459   17.20058301 16.324667   16.621041   15.92562502
 17.555125   16.703584   16.53212498 15.987166   17.28487501 16.63154201
 16.60895799 16.397292   17.20354203 16.71649999 16.468666   16.64175
 16.367959   16.95995798 16.72154202 16.732708   16.12575    16.70858299
 17.06491702 16.72387499 15.937833   17.073959   16.47649999 17.24387502
 16.66258299 15.97420801 16.886625   16.94979199 16.81845801 16.011834
 17.19845799 16.82633301 16.561834   16.942291  ]",0,nan,nan,-547.0,115.0,5.0942922930116765,[],3.266112793033244,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,204,vertical,92,2,no_noise,0,3,3,3,,,right,5.701544126030058,3.834946959017543,103.25345025566402,-229.38391816648456,102.58754194841185,-236.19284980598363,101.95171174745427,-242.69423194148195,103.87585798000967,-223.01978124130758,1,"[16.942291   16.07954098 16.417084   16.97479101 15.76016701 17.375792
 16.42262499 17.31025    16.60100001 16.19937501 16.388541   17.13362499
 17.01800001 16.54316697 16.79475    16.66404202 16.71533298 15.934625
 17.33929201 15.80224998 17.36012503 16.41349998 16.80175    16.81579102
 16.55195898 16.618041   16.669959   16.76833301 16.52587499 16.925417
 15.80920801 17.46820798 16.57725    16.93520902 15.8125     17.09754099
 16.32254201 17.10241698 15.98920801 17.52249998]",0,nan,nan,127.0,-189.0,5.691373834037222,[],3.8350132510240655,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,205,horizontal,915,2,noise,0,4,4,4,,,upper,3.878604459023336,2.3282908340042923,246.6416871943193,87.68881119994177,248.6664970093567,94.2728633300593,250.6335218047987,100.66901653824821,244.67638680561296,81.29826522644566,2,"[17.52249998 16.619125   16.63004098 16.70975002 16.550709   16.70899999
 17.16604101 16.01804199 17.02929201 16.51541598 16.49529202 16.915833
 16.290667   16.95304201 16.63479098 16.93275    17.43816701 21.81241699
 10.71595799 16.523417   16.58612501 16.19695799 16.71566701 17.47200001
 16.37970799 16.55725    16.071625   17.391      16.72041701 16.511375
 16.923291   16.59175    16.33841702 16.94424998 15.89333301 16.729959
 16.72966601 17.218625   16.71579201 15.82549998]",1,nan,nan,216.0,70.0,3.8739391260023694,[],2.328356251004152,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,206,horizontal,571,2,noise,0,5,5,5,,,upper,4.1851084170048125,2.4854599999962375,129.9429382904595,330.74516827924975,127.04139519110853,324.33170110101975,124.33263490375374,318.3443541612039,132.60795798399346,336.63583257358334,2,"[15.82549998 17.28862501 16.88549999 16.38879199 16.41800001 17.138458
 16.078833   17.218375   16.08720899 16.46391602 17.315959   16.76145798
 16.32525001 16.64704201 16.91529099 16.60775    16.70937499 16.74600001
 16.371417   16.87358299 16.93466699 15.8575     16.84391702 16.47529099
 17.43629199 16.59270801 15.91095899 16.79241602 17.237875   16.54924999
 16.68087501 16.44620899 16.88420799 16.71133301 16.63937501 16.49270899
 16.427583   17.59874998 16.16470801 16.65999999]",0,nan,nan,141.0,253.0,4.17882791699958,[],2.485532291990239,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,207,vertical,486,1,no_noise,0,6,6,6,,,left,4.039614958979655,2.7724057089944836,-109.44824781431322,223.00006302011286,-116.22045821851066,222.19495295732565,-122.84010973987654,221.40797976336037,-103.16355432824786,223.7472149343576,2,"[16.65999999 16.49437498 16.80450002 16.450667   16.63674999 16.79404199
 15.86666601 17.27541699 19.46766701 18.177291   11.91329199 16.82283301
 17.590084   16.39174999 15.922541   16.57120901 17.54795798 16.60354203
 16.55037497 16.66337502 16.659666   16.20499999 17.017209   16.88162499
 16.396208   16.13025001 16.634625   17.229875   16.879292   15.99887499
 17.42545801 16.55299999 16.817667   16.51362501 16.204958   17.04116701
 16.66633299 17.054542   15.823583   17.05162501]",0,nan,nan,-81.0,195.0,4.028696208988549,[],2.7724708339956123,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,208,vertical,190,1,no_noise,0,7,7,7,,,left,5.342452166980365,3.592459583975142,-127.17491318145193,-52.54271219452585,-133.23742659030373,-55.07726780869638,-139.38265256978602,-57.6464030759111,-120.9508186098558,-49.940604326766916,2,"[17.05162501 16.248542   16.993417   16.24416601 16.77870902 16.58141598
 16.71654201 16.66762499 16.65066701 16.73533299 16.495708   16.70054201
 16.70008298 16.72350001 16.81704199 16.626083   16.428959   16.68395801
 17.28045801 16.53354199 16.534583   16.661542   16.68958299 16.73958401
 16.602666   16.64074999 16.528209   16.889333   16.472708   16.795209
 16.641875   16.70508302 16.682958   16.46983399 16.61575001 16.91366598
 16.64433401 16.43462499 16.86458301 16.75354198]",0,nan,nan,-64.0,-40.0,5.330883541988442,[],3.592527874978259,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,209,horizontal,913,1,noise,0,8,8,8,,,upper,3.981076375290286,2.447513209277531,170.14575520736247,173.929933448171,172.26778646892438,180.19666819372017,174.41238655979134,186.53005269572395,167.96041182785828,167.47622678731136,3,"[16.75354198 16.68158401 16.60220799 16.648958   16.76254199 16.72312501
 16.75041701 16.45104098 16.92070902 16.52504099 16.726375   16.53575001
 16.58395899 16.79954099 16.55891701 16.733417   16.78325    16.63620802
 16.850958   16.58358399 16.572875   16.81595799 16.381708   16.592042
 16.78054201 16.664208   16.66416699 19.38737501 20.14883299 10.80766701
 16.57062498 16.42608302 16.75579199 16.713958   16.615125   16.64841699
 16.7145     16.53491601 17.04174999 16.199459  ]",1,nan,nan,166.0,141.0,3.9751405842835084,[],2.4475788752897643,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
9,3,210,horizontal,763,2,noise,0,9,9,9,,,upper,5.054886500030989,3.0718555840139743,542.705613509761,264.6452266981317,536.235985341506,266.35346447217955,529.8988338574371,268.02672316084227,549.1433188926001,262.9454178022948,4,"[16.199459   17.295083   16.699375   16.93091699 16.42970802 16.63199998
 16.75566699 16.5885     16.74687502 16.58533298 17.11566703 16.37229099
 16.59208399 16.870166   16.390834   16.75429099 16.596792   16.70495799
 16.61050002 16.65199999 16.84279199 16.49795801 16.971584   16.35220798
 16.667958   16.62029201 16.86316699 16.45116601 16.904875   16.53525
 16.52050001 16.83074998 19.222709   20.15216599 10.96029201 16.55229199
 16.37883301 16.737292   16.64691602 16.67033398]",1,nan,nan,449.0,258.0,5.048992292024195,[],3.071926709031686,None,../,jc,903,noiseMot_exp1_noise,2021_Aug_08_2040,2021.2.2,
